"","UNITID","EFFYLEV","LSTUDY","XEYTOTLT","EFYTOTLT","XEYTOTLM","EFYTOTLM","XEYTOTLW","EFYTOTLW","XEFYAIAT","EFYAIANT","XEFYAIAM","EFYAIANM","XEFYAIAW","EFYAIANW","XEFYASIT","EFYASIAT","XEFYASIM","EFYASIAM","XEFYASIW","EFYASIAW","XEFYBKAT","EFYBKAAT","XEFYBKAM","EFYBKAAM","XEFYBKAW","EFYBKAAW","XEFYHIST","EFYHISPT","XEFYHISM","EFYHISPM","XEFYHISW","EFYHISPW","XEFYNHPT","EFYNHPIT","XEFYNHPM","EFYNHPIM","XEFYNHPW","EFYNHPIW","XEFYWHIT","EFYWHITT","XEFYWHIM","EFYWHITM","XEFYWHIW","EFYWHITW","XEFY2MOT","EFY2MORT","XEFY2MOM","EFY2MORM","XEFY2MOW","EFY2MORW","XEYUNKNT","EFYUNKNT","XEYUNKNM","EFYUNKNM","XEYUNKNW","EFYUNKNW","XEYNRALT","EFYNRALT","XEYNRALM","EFYNRALM","XEYNRALW","EFYNRALW"
"10726",363907,1,999,"R",2053,"R",854,"R",1199,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2053,"R",854,"R",1199,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10727",363907,2,1,"R",1474,"R",722,"R",752,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1474,"R",722,"R",752,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10728",363907,4,3,"R",579,"R",132,"R",447,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",579,"R",132,"R",447,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10729",363916,1,999,"R",861,"R",215,"R",646,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",861,"R",215,"R",646,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10730",363916,2,1,"R",651,"R",188,"R",463,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",651,"R",188,"R",463,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10731",363916,4,3,"R",210,"R",27,"R",183,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",210,"R",27,"R",183,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10732",363934,1,999,"R",1343,"R",1196,"R",147,"R",13,"R",12,"R",1,"R",33,"R",29,"R",4,"R",90,"R",75,"R",15,"R",104,"R",99,"R",5,"R",2,"R",2,"R",0,"R",828,"R",747,"R",81,"R",68,"R",63,"R",5,"R",169,"R",149,"R",20,"R",36,"R",20,"R",16
"10733",363934,2,1,"R",1252,"R",1132,"R",120,"R",12,"R",12,"R",0,"R",32,"R",29,"R",3,"R",85,"R",71,"R",14,"R",100,"R",96,"R",4,"R",2,"R",2,"R",0,"R",799,"R",723,"R",76,"R",64,"R",59,"R",5,"R",153,"R",135,"R",18,"R",5,"R",5,"R",0
"10734",363934,4,3,"R",91,"R",64,"R",27,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",5,"R",4,"R",1,"R",4,"R",3,"R",1,"R",0,"R",0,"R",0,"R",29,"R",24,"R",5,"R",4,"R",4,"R",0,"R",16,"R",14,"R",2,"R",31,"R",15,"R",16
"10735",364016,1,999,"R",15246,"R",6518,"R",8728,"R",218,"R",86,"R",132,"R",513,"R",226,"R",287,"R",490,"R",220,"R",270,"R",2157,"R",863,"R",1294,"R",27,"R",7,"R",20,"R",10277,"R",4423,"R",5854,"R",152,"R",63,"R",89,"R",1362,"R",613,"R",749,"R",50,"R",17,"R",33
"10736",364016,2,1,"R",15246,"R",6518,"R",8728,"R",218,"R",86,"R",132,"R",513,"R",226,"R",287,"R",490,"R",220,"R",270,"R",2157,"R",863,"R",1294,"R",27,"R",7,"R",20,"R",10277,"R",4423,"R",5854,"R",152,"R",63,"R",89,"R",1362,"R",613,"R",749,"R",50,"R",17,"R",33
"10737",364025,1,999,"R",19611,"R",9163,"R",10448,"R",322,"R",124,"R",198,"R",1082,"R",471,"R",611,"R",939,"R",467,"R",472,"R",3747,"R",1632,"R",2115,"R",62,"R",22,"R",40,"R",11128,"R",5277,"R",5851,"R",354,"R",155,"R",199,"R",1861,"R",952,"R",909,"R",116,"R",63,"R",53
"10738",364025,2,1,"R",19611,"R",9163,"R",10448,"R",322,"R",124,"R",198,"R",1082,"R",471,"R",611,"R",939,"R",467,"R",472,"R",3747,"R",1632,"R",2115,"R",62,"R",22,"R",40,"R",11128,"R",5277,"R",5851,"R",354,"R",155,"R",199,"R",1861,"R",952,"R",909,"R",116,"R",63,"R",53
"10739",364122,1,999,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10740",364122,2,1,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10741",364168,1,999,"R",710,"R",597,"R",113,"R",0,"R",0,"R",0,"R",4,"R",4,"R",0,"R",63,"R",53,"R",10,"R",11,"R",9,"R",2,"R",4,"R",4,"R",0,"R",217,"R",184,"R",33,"R",12,"R",9,"R",3,"R",399,"R",334,"R",65,"R",0,"R",0,"R",0
"10742",364168,2,1,"R",710,"R",597,"R",113,"R",0,"R",0,"R",0,"R",4,"R",4,"R",0,"R",63,"R",53,"R",10,"R",11,"R",9,"R",2,"R",4,"R",4,"R",0,"R",217,"R",184,"R",33,"R",12,"R",9,"R",3,"R",399,"R",334,"R",65,"R",0,"R",0,"R",0
"10743",364317,1,999,"R",1214,"R",138,"R",1076,"R",2,"R",1,"R",1,"R",14,"R",5,"R",9,"R",1032,"R",117,"R",915,"R",64,"R",3,"R",61,"R",0,"R",0,"R",0,"R",60,"R",5,"R",55,"R",8,"R",1,"R",7,"R",34,"R",6,"R",28,"R",0,"R",0,"R",0
"10744",364317,2,1,"R",1214,"R",138,"R",1076,"R",2,"R",1,"R",1,"R",14,"R",5,"R",9,"R",1032,"R",117,"R",915,"R",64,"R",3,"R",61,"R",0,"R",0,"R",0,"R",60,"R",5,"R",55,"R",8,"R",1,"R",7,"R",34,"R",6,"R",28,"R",0,"R",0,"R",0
"10745",364326,1,999,"R",1193,"R",110,"R",1083,"R",5,"R",0,"R",5,"R",9,"R",1,"R",8,"R",420,"R",46,"R",374,"R",428,"R",31,"R",397,"R",0,"R",0,"R",0,"R",267,"R",23,"R",244,"R",28,"R",6,"R",22,"R",36,"R",3,"R",33,"R",0,"R",0,"R",0
"10746",364326,2,1,"R",1193,"R",110,"R",1083,"R",5,"R",0,"R",5,"R",9,"R",1,"R",8,"R",420,"R",46,"R",374,"R",428,"R",31,"R",397,"R",0,"R",0,"R",0,"R",267,"R",23,"R",244,"R",28,"R",6,"R",22,"R",36,"R",3,"R",33,"R",0,"R",0,"R",0
"10747",364335,1,999,"R",1754,"R",277,"R",1477,"R",10,"R",1,"R",9,"R",52,"R",17,"R",35,"R",397,"R",75,"R",322,"R",396,"R",50,"R",346,"R",10,"R",0,"R",10,"R",357,"R",39,"R",318,"R",29,"R",1,"R",28,"R",503,"R",94,"R",409,"R",0,"R",0,"R",0
"10748",364335,2,1,"R",1754,"R",277,"R",1477,"R",10,"R",1,"R",9,"R",52,"R",17,"R",35,"R",397,"R",75,"R",322,"R",396,"R",50,"R",346,"R",10,"R",0,"R",10,"R",357,"R",39,"R",318,"R",29,"R",1,"R",28,"R",503,"R",94,"R",409,"R",0,"R",0,"R",0
"10749",364548,1,999,"R",453,"R",228,"R",225,"R",47,"R",25,"R",22,"R",12,"R",7,"R",5,"R",97,"R",49,"R",48,"R",43,"R",23,"R",20,"R",0,"R",0,"R",0,"R",227,"R",104,"R",123,"R",0,"R",0,"Z",0,"R",27,"R",20,"R",7,"R",0,"R",0,"R",0
"10750",364548,2,1,"R",453,"R",228,"R",225,"R",47,"R",25,"R",22,"R",12,"R",7,"R",5,"R",97,"R",49,"R",48,"R",43,"R",23,"R",20,"R",0,"R",0,"R",0,"R",227,"R",104,"R",123,"R",0,"R",0,"Z",0,"R",27,"R",20,"R",7,"R",0,"R",0,"R",0
"10751",364566,1,999,"R",165,"R",8,"R",157,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",163,"R",8,"R",155,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",1,"R",0,"R",1
"10752",364566,2,1,"R",165,"R",8,"R",157,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",163,"R",8,"R",155,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",1,"R",0,"R",1
"10753",364575,1,999,"R",51,"R",6,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",51,"R",6,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"10754",364575,2,1,"R",51,"R",6,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",51,"R",6,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"10755",364584,1,999,"R",262,"R",57,"R",205,"R",5,"R",1,"R",4,"R",6,"R",0,"R",6,"R",30,"R",18,"R",12,"R",10,"R",4,"R",6,"R",0,"R",0,"R",0,"R",202,"R",31,"R",171,"R",8,"R",3,"R",5,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
"10756",364584,2,1,"R",262,"R",57,"R",205,"R",5,"R",1,"R",4,"R",6,"R",0,"R",6,"R",30,"R",18,"R",12,"R",10,"R",4,"R",6,"R",0,"R",0,"R",0,"R",202,"R",31,"R",171,"R",8,"R",3,"R",5,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
"10757",364593,1,999,"R",118,"R",0,"R",118,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7,"R",0,"R",7,"R",103,"R",0,"R",103,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"10758",364593,2,1,"R",118,"R",0,"R",118,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7,"R",0,"R",7,"R",103,"R",0,"R",103,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"10759",364618,1,999,"R",101,"R",8,"R",93,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",92,"R",7,"R",85,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"10760",364618,2,1,"R",101,"R",8,"R",93,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",92,"R",7,"R",85,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"10761",364627,1,999,"R",416,"R",191,"R",225,"R",62,"R",19,"R",43,"R",1,"R",1,"Z",0,"R",13,"R",6,"R",7,"R",29,"R",13,"R",16,"R",0,"R",0,"Z",0,"R",294,"R",145,"R",149,"R",16,"R",6,"R",10,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0
"10762",364627,2,1,"R",416,"R",191,"R",225,"R",62,"R",19,"R",43,"R",1,"R",1,"Z",0,"R",13,"R",6,"R",7,"R",29,"R",13,"R",16,"R",0,"R",0,"Z",0,"R",294,"R",145,"R",149,"R",16,"R",6,"R",10,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0
"10763",364636,1,999,"R",96,"R",32,"R",64,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",13,"R",1,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",80,"R",31,"R",49,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10764",364636,2,1,"R",96,"R",32,"R",64,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",13,"R",1,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",80,"R",31,"R",49,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10765",364751,1,999,"R",315,"R",11,"R",304,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",245,"R",8,"R",237,"R",7,"R",1,"R",6,"Z",0,"Z",0,"Z",0,"R",63,"R",2,"R",61,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10766",364751,2,1,"R",315,"R",11,"R",304,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",245,"R",8,"R",237,"R",7,"R",1,"R",6,"Z",0,"Z",0,"Z",0,"R",63,"R",2,"R",61,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10767",364760,1,999,"R",106,"R",9,"R",97,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30,"R",2,"R",28,"R",71,"R",7,"R",64,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
"10768",364760,2,1,"R",106,"R",9,"R",97,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30,"R",2,"R",28,"R",71,"R",7,"R",64,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
"10769",364812,1,999,"R",111,"R",3,"R",108,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20,"R",0,"R",20,"R",90,"R",3,"R",87,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"10770",364812,2,1,"R",111,"R",3,"R",108,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20,"R",0,"R",20,"R",90,"R",3,"R",87,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"10771",364946,1,999,"R",350,"R",172,"R",178,"R",113,"R",54,"R",59,"R",0,"R",0,"R",0,"R",64,"R",37,"R",27,"R",27,"R",15,"R",12,"R",1,"R",1,"R",0,"R",126,"R",61,"R",65,"R",19,"R",4,"R",15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10772",364946,2,1,"R",350,"R",172,"R",178,"R",113,"R",54,"R",59,"R",0,"R",0,"R",0,"R",64,"R",37,"R",27,"R",27,"R",15,"R",12,"R",1,"R",1,"R",0,"R",126,"R",61,"R",65,"R",19,"R",4,"R",15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10773",364955,1,999,"R",1418,"R",311,"R",1107,"R",7,"R",1,"R",6,"R",5,"R",2,"R",3,"R",179,"R",40,"R",139,"R",880,"R",203,"R",677,"R",6,"Z",0,"R",6,"R",276,"R",49,"R",227,"Z",0,"Z",0,"Z",0,"R",65,"R",16,"R",49,"Z",0,"Z",0,"Z",0
"10774",364955,2,1,"R",1418,"R",311,"R",1107,"R",7,"R",1,"R",6,"R",5,"R",2,"R",3,"R",179,"R",40,"R",139,"R",880,"R",203,"R",677,"R",6,"Z",0,"R",6,"R",276,"R",49,"R",227,"Z",0,"Z",0,"Z",0,"R",65,"R",16,"R",49,"Z",0,"Z",0,"Z",0
"10775",364964,1,999,"R",36,"R",6,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",33,"R",6,"R",27,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"10776",364964,2,1,"R",36,"R",6,"R",30,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",33,"R",6,"R",27,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"10777",364973,1,999,"R",1400,"R",734,"R",666,"R",6,"R",2,"R",4,"R",27,"R",14,"R",13,"R",98,"R",54,"R",44,"R",371,"R",171,"R",200,"R",4,"R",3,"R",1,"R",627,"R",338,"R",289,"R",87,"R",48,"R",39,"R",179,"R",104,"R",75,"R",1,"R",0,"R",1
"10778",364973,2,1,"R",1400,"R",734,"R",666,"R",6,"R",2,"R",4,"R",27,"R",14,"R",13,"R",98,"R",54,"R",44,"R",371,"R",171,"R",200,"R",4,"R",3,"R",1,"R",627,"R",338,"R",289,"R",87,"R",48,"R",39,"R",179,"R",104,"R",75,"R",1,"R",0,"R",1
"10779",365055,1,999,"R",2387,"R",1074,"R",1313,"R",2,"R",1,"R",1,"R",32,"R",17,"R",15,"R",377,"R",168,"R",209,"R",774,"R",343,"R",431,"R",3,"R",2,"R",1,"R",158,"R",68,"R",90,"R",22,"R",8,"R",14,"R",1019,"R",467,"R",552,"Z",0,"Z",0,"Z",0
"10780",365055,2,1,"R",2387,"R",1074,"R",1313,"R",2,"R",1,"R",1,"R",32,"R",17,"R",15,"R",377,"R",168,"R",209,"R",774,"R",343,"R",431,"R",3,"R",2,"R",1,"R",158,"R",68,"R",90,"R",22,"R",8,"R",14,"R",1019,"R",467,"R",552,"Z",0,"Z",0,"Z",0
"10781",365073,1,999,"R",278,"R",13,"R",265,"R",2,"R",0,"R",2,"R",5,"R",0,"R",5,"R",66,"R",3,"R",63,"R",25,"R",1,"R",24,"R",3,"R",1,"R",2,"R",168,"R",8,"R",160,"R",9,"R",0,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"10782",365073,2,1,"R",278,"R",13,"R",265,"R",2,"R",0,"R",2,"R",5,"R",0,"R",5,"R",66,"R",3,"R",63,"R",25,"R",1,"R",24,"R",3,"R",1,"R",2,"R",168,"R",8,"R",160,"R",9,"R",0,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"10783",365091,1,999,"R",601,"R",29,"R",572,"R",1,"R",0,"R",1,"R",24,"R",0,"R",24,"R",379,"R",16,"R",363,"R",56,"R",2,"R",54,"R",1,"R",0,"R",1,"R",130,"R",11,"R",119,"R",2,"R",0,"R",2,"R",6,"R",0,"R",6,"R",2,"R",0,"R",2
"10784",365091,2,1,"R",601,"R",29,"R",572,"R",1,"R",0,"R",1,"R",24,"R",0,"R",24,"R",379,"R",16,"R",363,"R",56,"R",2,"R",54,"R",1,"R",0,"R",1,"R",130,"R",11,"R",119,"R",2,"R",0,"R",2,"R",6,"R",0,"R",6,"R",2,"R",0,"R",2
"10785",365125,1,999,"R",255,"R",9,"R",246,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2,"R",6,"R",0,"R",6,"R",67,"R",5,"R",62,"R",2,"R",0,"R",2,"R",171,"R",4,"R",167,"R",2,"R",0,"R",2,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0
"10786",365125,2,1,"R",255,"R",9,"R",246,"R",2,"R",0,"R",2,"R",2,"R",0,"R",2,"R",6,"R",0,"R",6,"R",67,"R",5,"R",62,"R",2,"R",0,"R",2,"R",171,"R",4,"R",167,"R",2,"R",0,"R",2,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0
"10787",365198,1,999,"R",621,"R",272,"R",349,"R",90,"R",41,"R",49,"R",3,"R",2,"R",1,"R",44,"R",18,"R",26,"R",61,"R",22,"R",39,"R",0,"Z",0,"R",0,"R",420,"R",188,"R",232,"R",0,"R",0,"R",0,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0
"10788",365198,2,1,"R",621,"R",272,"R",349,"R",90,"R",41,"R",49,"R",3,"R",2,"R",1,"R",44,"R",18,"R",26,"R",61,"R",22,"R",39,"R",0,"Z",0,"R",0,"R",420,"R",188,"R",232,"R",0,"R",0,"R",0,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0
"10789",365204,1,999,"R",3453,"R",1011,"R",2442,"R",12,"R",4,"R",8,"R",6,"R",2,"R",4,"R",597,"R",115,"R",482,"R",2117,"R",683,"R",1434,"R",2,"R",0,"R",2,"R",633,"R",183,"R",450,"R",18,"R",9,"R",9,"R",68,"R",15,"R",53,"R",0,"R",0,"R",0
"10790",365204,2,1,"R",3453,"R",1011,"R",2442,"R",12,"R",4,"R",8,"R",6,"R",2,"R",4,"R",597,"R",115,"R",482,"R",2117,"R",683,"R",1434,"R",2,"R",0,"R",2,"R",633,"R",183,"R",450,"R",18,"R",9,"R",9,"R",68,"R",15,"R",53,"R",0,"R",0,"R",0
"10791",365213,1,999,"R",644,"R",315,"R",329,"R",24,"R",10,"R",14,"R",7,"R",3,"R",4,"R",23,"R",10,"R",13,"R",71,"R",30,"R",41,"R",5,"R",2,"R",3,"R",462,"R",236,"R",226,"R",11,"R",3,"R",8,"R",41,"R",21,"R",20,"R",0,"R",0,"R",0
"10792",365213,2,1,"R",644,"R",315,"R",329,"R",24,"R",10,"R",14,"R",7,"R",3,"R",4,"R",23,"R",10,"R",13,"R",71,"R",30,"R",41,"R",5,"R",2,"R",3,"R",462,"R",236,"R",226,"R",11,"R",3,"R",8,"R",41,"R",21,"R",20,"R",0,"R",0,"R",0
"10793",365240,1,999,"R",399,"R",193,"R",206,"R",1,"Z",0,"R",1,"R",3,"Z",0,"R",3,"R",28,"R",9,"R",19,"R",12,"R",4,"R",8,"R",2,"R",2,"Z",0,"R",343,"R",174,"R",169,"R",10,"R",4,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10794",365240,2,1,"R",399,"R",193,"R",206,"R",1,"Z",0,"R",1,"R",3,"Z",0,"R",3,"R",28,"R",9,"R",19,"R",12,"R",4,"R",8,"R",2,"R",2,"Z",0,"R",343,"R",174,"R",169,"R",10,"R",4,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"10795",365374,1,999,"R",1530,"R",778,"R",752,"R",87,"R",53,"R",34,"R",30,"R",13,"R",17,"R",66,"R",23,"R",43,"R",99,"R",47,"R",52,"R",0,"R",0,"R",0,"R",1159,"R",597,"R",562,"R",81,"R",41,"R",40,"R",8,"R",4,"R",4,"R",0,"R",0,"R",0
"10796",365374,2,1,"R",1530,"R",778,"R",752,"R",87,"R",53,"R",34,"R",30,"R",13,"R",17,"R",66,"R",23,"R",43,"R",99,"R",47,"R",52,"R",0,"R",0,"R",0,"R",1159,"R",597,"R",562,"R",81,"R",41,"R",40,"R",8,"R",4,"R",4,"R",0,"R",0,"R",0
"10797",365383,1,999,"R",152,"R",12,"R",140,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",11,"R",2,"R",9,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",138,"R",10,"R",128,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"10798",365383,2,1,"R",152,"R",12,"R",140,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",11,"R",2,"R",9,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",138,"R",10,"R",128,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"10799",365426,1,999,"R",342,"R",167,"R",175,"R",9,"R",6,"R",3,"R",81,"R",42,"R",39,"R",8,"R",0,"R",8,"R",16,"R",6,"R",10,"R",7,"R",2,"R",5,"R",150,"R",74,"R",76,"R",0,"R",0,"R",0,"R",41,"R",21,"R",20,"R",30,"R",16,"R",14
"10800",365426,4,3,"R",342,"R",167,"R",175,"R",9,"R",6,"R",3,"R",81,"R",42,"R",39,"R",8,"R",0,"R",8,"R",16,"R",6,"R",10,"R",7,"R",2,"R",5,"R",150,"R",74,"R",76,"R",0,"R",0,"R",0,"R",41,"R",21,"R",20,"R",30,"R",16,"R",14
"10801",365453,1,999,"R",37,"R",2,"R",35,"R",6,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",30,"R",2,"R",28,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0
"10802",365453,2,1,"R",37,"R",2,"R",35,"R",6,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",30,"R",2,"R",28,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0
"10803",365480,1,999,"R",859,"R",442,"R",417,"R",73,"R",36,"R",37,"R",4,"R",2,"R",2,"R",42,"R",15,"R",27,"R",33,"R",18,"R",15,"R",2,"R",1,"R",1,"R",587,"R",300,"R",287,"Z",0,"Z",0,"Z",0,"R",118,"R",70,"R",48,"Z",0,"Z",0,"Z",0
"10804",365480,2,1,"R",859,"R",442,"R",417,"R",73,"R",36,"R",37,"R",4,"R",2,"R",2,"R",42,"R",15,"R",27,"R",33,"R",18,"R",15,"R",2,"R",1,"R",1,"R",587,"R",300,"R",287,"Z",0,"Z",0,"Z",0,"R",118,"R",70,"R",48,"Z",0,"Z",0,"Z",0
"10805",365505,1,999,"R",101,"R",15,"R",86,"R",1,"R",0,"R",1,"R",1,"Z",0,"R",1,"R",8,"R",2,"R",6,"R",2,"R",0,"R",2,"R",3,"R",3,"Z",0,"R",85,"R",10,"R",75,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0
