"","UNITID","EFFYLEV","LSTUDY","XEYTOTLT","EFYTOTLT","XEYTOTLM","EFYTOTLM","XEYTOTLW","EFYTOTLW","XEFYAIAT","EFYAIANT","XEFYAIAM","EFYAIANM","XEFYAIAW","EFYAIANW","XEFYASIT","EFYASIAT","XEFYASIM","EFYASIAM","XEFYASIW","EFYASIAW","XEFYBKAT","EFYBKAAT","XEFYBKAM","EFYBKAAM","XEFYBKAW","EFYBKAAW","XEFYHIST","EFYHISPT","XEFYHISM","EFYHISPM","XEFYHISW","EFYHISPW","XEFYNHPT","EFYNHPIT","XEFYNHPM","EFYNHPIM","XEFYNHPW","EFYNHPIW","XEFYWHIT","EFYWHITT","XEFYWHIM","EFYWHITM","XEFYWHIW","EFYWHITW","XEFY2MOT","EFY2MORT","XEFY2MOM","EFY2MORM","XEFY2MOW","EFY2MORW","XEYUNKNT","EFYUNKNT","XEYUNKNM","EFYUNKNM","XEYUNKNW","EFYUNKNW","XEYNRALT","EFYNRALT","XEYNRALM","EFYNRALM","XEYNRALW","EFYNRALW"
"1",100654,1,999,"R",5557,"R",2508,"R",3049,"R",5,"R",3,"R",2,"R",20,"R",11,"R",9,"R",5074,"R",2302,"R",2772,"R",30,"R",10,"R",20,"R",2,"R",0,"R",2,"R",320,"R",128,"R",192,"R",0,"R",0,"R",0,"R",44,"R",16,"R",28,"R",62,"R",38,"R",24
"2",100654,2,1,"R",4582,"R",2219,"R",2363,"R",3,"R",2,"R",1,"R",7,"R",5,"R",2,"R",4358,"R",2099,"R",2259,"R",23,"R",10,"R",13,"R",1,"R",0,"R",1,"R",138,"R",79,"R",59,"R",0,"R",0,"R",0,"R",30,"R",14,"R",16,"R",22,"R",10,"R",12
"3",100654,4,3,"R",975,"R",289,"R",686,"R",2,"R",1,"R",1,"R",13,"R",6,"R",7,"R",716,"R",203,"R",513,"R",7,"R",0,"R",7,"R",1,"R",0,"R",1,"R",182,"R",49,"R",133,"R",0,"R",0,"R",0,"R",14,"R",2,"R",12,"R",40,"R",28,"R",12
"4",100663,1,999,"R",20892,"R",8211,"R",12681,"R",60,"R",24,"R",36,"R",893,"R",392,"R",501,"R",4631,"R",1331,"R",3300,"R",463,"R",184,"R",279,"R",12,"R",5,"R",7,"R",13330,"R",5551,"R",7779,"R",405,"R",143,"R",262,"R",438,"R",205,"R",233,"R",660,"R",376,"R",284
"5",100663,2,1,"R",12962,"R",5410,"R",7552,"R",35,"R",16,"R",19,"R",559,"R",268,"R",291,"R",3519,"R",1087,"R",2432,"R",281,"R",119,"R",162,"R",8,"R",5,"R",3,"R",7699,"R",3533,"R",4166,"R",286,"R",102,"R",184,"R",353,"R",162,"R",191,"R",222,"R",118,"R",104
"6",100663,4,3,"R",7930,"R",2801,"R",5129,"R",25,"R",8,"R",17,"R",334,"R",124,"R",210,"R",1112,"R",244,"R",868,"R",182,"R",65,"R",117,"R",4,"R",0,"R",4,"R",5631,"R",2018,"R",3613,"R",119,"R",41,"R",78,"R",85,"R",43,"R",42,"R",438,"R",258,"R",180
"7",100690,1,999,"R",1103,"R",502,"R",601,"Z",0,"Z",0,"Z",0,"R",5,"R",1,"R",4,"R",310,"R",114,"R",196,"R",15,"R",10,"R",5,"Z",0,"Z",0,"Z",0,"R",312,"R",203,"R",109,"Z",0,"Z",0,"Z",0,"R",461,"R",174,"R",287,"Z",0,"Z",0,"Z",0
"8",100690,2,1,"R",522,"R",228,"R",294,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"R",125,"R",39,"R",86,"R",9,"R",7,"R",2,"Z",0,"Z",0,"Z",0,"R",115,"R",72,"R",43,"Z",0,"Z",0,"Z",0,"R",270,"R",110,"R",160,"Z",0,"Z",0,"Z",0
"9",100690,4,3,"R",581,"R",274,"R",307,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",185,"R",75,"R",110,"R",6,"R",3,"R",3,"Z",0,"Z",0,"Z",0,"R",197,"R",131,"R",66,"Z",0,"Z",0,"Z",0,"R",191,"R",64,"R",127,"Z",0,"Z",0,"Z",0
"10",100706,1,999,"R",9009,"R",5002,"R",4007,"R",133,"R",71,"R",62,"R",323,"R",160,"R",163,"R",1134,"R",442,"R",692,"R",219,"R",107,"R",112,"R",2,"R",1,"R",1,"R",6376,"R",3736,"R",2640,"R",109,"R",58,"R",51,"R",270,"R",139,"R",131,"R",443,"R",288,"R",155
"11",100706,2,1,"R",6983,"R",3786,"R",3197,"R",104,"R",60,"R",44,"R",256,"R",123,"R",133,"R",986,"R",378,"R",608,"R",194,"R",93,"R",101,"R",2,"R",1,"R",1,"R",4885,"R",2819,"R",2066,"R",99,"R",53,"R",46,"R",226,"R",111,"R",115,"R",231,"R",148,"R",83
"12",100706,4,3,"R",2026,"R",1216,"R",810,"R",29,"R",11,"R",18,"R",67,"R",37,"R",30,"R",148,"R",64,"R",84,"R",25,"R",14,"R",11,"R",0,"R",0,"R",0,"R",1491,"R",917,"R",574,"R",10,"R",5,"R",5,"R",44,"R",28,"R",16,"R",212,"R",140,"R",72
"13",100724,1,999,"R",6368,"R",2546,"R",3822,"R",1,"R",1,"R",0,"R",10,"R",3,"R",7,"R",5965,"R",2392,"R",3573,"R",42,"R",22,"R",20,"R",2,"R",0,"R",2,"R",175,"R",60,"R",115,"R",16,"R",5,"R",11,"R",121,"R",48,"R",73,"R",36,"R",15,"R",21
"14",100724,2,1,"R",5541,"R",2307,"R",3234,"R",1,"R",1,"R",0,"R",4,"R",1,"R",3,"R",5266,"R",2197,"R",3069,"R",38,"R",20,"R",18,"R",2,"R",0,"R",2,"R",72,"R",24,"R",48,"R",15,"R",5,"R",10,"R",116,"R",46,"R",70,"R",27,"R",13,"R",14
"15",100724,4,3,"R",827,"R",239,"R",588,"R",0,"R",0,"R",0,"R",6,"R",2,"R",4,"R",699,"R",195,"R",504,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0,"R",103,"R",36,"R",67,"R",1,"R",0,"R",1,"R",5,"R",2,"R",3,"R",9,"R",2,"R",7
"16",100751,1,999,"R",35308,"R",16117,"R",19191,"R",176,"R",82,"R",94,"R",412,"R",215,"R",197,"R",4577,"R",1565,"R",3012,"R",860,"R",382,"R",478,"R",20,"R",10,"R",10,"R",27076,"R",12689,"R",14387,"R",435,"R",197,"R",238,"R",180,"R",79,"R",101,"R",1572,"R",898,"R",674
"17",100751,2,1,"R",28718,"R",13487,"R",15231,"R",145,"R",68,"R",77,"R",318,"R",167,"R",151,"R",3705,"R",1380,"R",2325,"R",686,"R",321,"R",365,"R",17,"R",8,"R",9,"R",22349,"R",10738,"R",11611,"R",341,"R",164,"R",177,"R",125,"R",50,"R",75,"R",1032,"R",591,"R",441
"18",100751,4,3,"R",6590,"R",2630,"R",3960,"R",31,"R",14,"R",17,"R",94,"R",48,"R",46,"R",872,"R",185,"R",687,"R",174,"R",61,"R",113,"R",3,"R",2,"R",1,"R",4727,"R",1951,"R",2776,"R",94,"R",33,"R",61,"R",55,"R",29,"R",26,"R",540,"R",307,"R",233
"19",100760,1,999,"R",3239,"R",1098,"R",2141,"R",15,"R",7,"R",8,"R",6,"R",1,"R",5,"R",988,"R",253,"R",735,"R",16,"R",6,"R",10,"R",1,"R",0,"R",1,"R",2194,"R",825,"R",1369,"R",0,"R",0,"R",0,"R",18,"R",6,"R",12,"R",1,"R",0,"R",1
"20",100760,2,1,"R",3239,"R",1098,"R",2141,"R",15,"R",7,"R",8,"R",6,"R",1,"R",5,"R",988,"R",253,"R",735,"R",16,"R",6,"R",10,"R",1,"R",0,"R",1,"R",2194,"R",825,"R",1369,"R",0,"R",0,"R",0,"R",18,"R",6,"R",12,"R",1,"R",0,"R",1
"21",100812,1,999,"R",4690,"R",1661,"R",3029,"R",86,"R",25,"R",61,"R",32,"R",6,"R",26,"R",615,"R",177,"R",438,"R",57,"R",29,"R",28,"R",2,"R",1,"R",1,"R",3656,"R",1321,"R",2335,"R",57,"R",15,"R",42,"R",146,"R",65,"R",81,"R",39,"R",22,"R",17
"22",100812,2,1,"R",4690,"R",1661,"R",3029,"R",86,"R",25,"R",61,"R",32,"R",6,"R",26,"R",615,"R",177,"R",438,"R",57,"R",29,"R",28,"R",2,"R",1,"R",1,"R",3656,"R",1321,"R",2335,"R",57,"R",15,"R",42,"R",146,"R",65,"R",81,"R",39,"R",22,"R",17
"23",100830,1,999,"R",6606,"R",2457,"R",4149,"R",91,"R",34,"R",57,"R",167,"R",75,"R",92,"R",1967,"R",483,"R",1484,"R",32,"R",12,"R",20,"R",0,"R",0,"R",0,"R",3453,"R",1447,"R",2006,"R",82,"R",30,"R",52,"R",601,"R",270,"R",331,"R",213,"R",106,"R",107
"24",100830,2,1,"R",5424,"R",2102,"R",3322,"R",76,"R",27,"R",49,"R",141,"R",61,"R",80,"R",1533,"R",406,"R",1127,"R",27,"R",10,"R",17,"R",0,"R",0,"R",0,"R",2866,"R",1235,"R",1631,"R",75,"R",30,"R",45,"R",531,"R",242,"R",289,"R",175,"R",91,"R",84
"25",100830,4,3,"R",1182,"R",355,"R",827,"R",15,"R",7,"R",8,"R",26,"R",14,"R",12,"R",434,"R",77,"R",357,"R",5,"R",2,"R",3,"R",0,"R",0,"R",0,"R",587,"R",212,"R",375,"R",7,"R",0,"R",7,"R",70,"R",28,"R",42,"R",38,"R",15,"R",23
"26",100858,1,999,"R",27046,"R",13816,"R",13230,"R",173,"R",84,"R",89,"R",551,"R",287,"R",264,"R",2159,"R",982,"R",1177,"R",692,"R",359,"R",333,"Z",0,"Z",0,"Z",0,"R",22005,"R",11222,"R",10783,"Z",0,"Z",0,"Z",0,"R",314,"R",158,"R",156,"R",1152,"R",724,"R",428
"27",100858,2,1,"R",21429,"R",11062,"R",10367,"R",147,"R",68,"R",79,"R",403,"R",222,"R",181,"R",1667,"R",813,"R",854,"R",597,"R",311,"R",286,"Z",0,"Z",0,"Z",0,"R",18219,"R",9421,"R",8798,"Z",0,"Z",0,"Z",0,"R",223,"R",110,"R",113,"R",173,"R",117,"R",56
"28",100858,4,3,"R",5617,"R",2754,"R",2863,"R",26,"R",16,"R",10,"R",148,"R",65,"R",83,"R",492,"R",169,"R",323,"R",95,"R",48,"R",47,"Z",0,"Z",0,"Z",0,"R",3786,"R",1801,"R",1985,"Z",0,"Z",0,"Z",0,"R",91,"R",48,"R",43,"R",979,"R",607,"R",372
"29",100937,1,999,"R",1354,"R",690,"R",664,"R",10,"R",4,"R",6,"R",60,"R",28,"R",32,"R",102,"R",51,"R",51,"R",34,"R",11,"R",23,"Z",0,"Z",0,"Z",0,"R",1121,"R",582,"R",539,"R",11,"R",3,"R",8,"R",16,"R",11,"R",5,"Z",0,"Z",0,"Z",0
"30",100937,2,1,"R",1354,"R",690,"R",664,"R",10,"R",4,"R",6,"R",60,"R",28,"R",32,"R",102,"R",51,"R",51,"R",34,"R",11,"R",23,"Z",0,"Z",0,"Z",0,"R",1121,"R",582,"R",539,"R",11,"R",3,"R",8,"R",16,"R",11,"R",5,"Z",0,"Z",0,"Z",0
"31",101028,1,999,"R",2500,"R",898,"R",1602,"R",11,"R",3,"R",8,"R",25,"R",10,"R",15,"R",1046,"R",313,"R",733,"R",114,"R",39,"R",75,"R",7,"R",3,"R",4,"R",1233,"R",511,"R",722,"R",16,"R",6,"R",10,"R",47,"R",12,"R",35,"R",1,"R",1,"R",0
"32",101028,2,1,"R",2500,"R",898,"R",1602,"R",11,"R",3,"R",8,"R",25,"R",10,"R",15,"R",1046,"R",313,"R",733,"R",114,"R",39,"R",75,"R",7,"R",3,"R",4,"R",1233,"R",511,"R",722,"R",16,"R",6,"R",10,"R",47,"R",12,"R",35,"R",1,"R",1,"R",0
"33",101073,1,999,"R",849,"R",455,"R",394,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",816,"R",433,"R",383,"R",3,"R",2,"R",1,"R",1,"R",1,"R",0,"R",7,"R",6,"R",1,"R",0,"R",0,"R",0,"R",12,"R",6,"R",6,"R",9,"R",6,"R",3
"34",101073,2,1,"R",849,"R",455,"R",394,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",816,"R",433,"R",383,"R",3,"R",2,"R",1,"R",1,"R",1,"R",0,"R",7,"R",6,"R",1,"R",0,"R",0,"R",0,"R",12,"R",6,"R",6,"R",9,"R",6,"R",3
"35",101116,1,999,"R",1227,"R",314,"R",913,"Z",0,"Z",0,"Z",0,"R",8,"R",3,"R",5,"R",860,"R",213,"R",647,"R",25,"R",5,"R",20,"Z",0,"Z",0,"Z",0,"R",304,"R",83,"R",221,"R",30,"R",10,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"36",101116,2,1,"R",1127,"R",299,"R",828,"Z",0,"Z",0,"Z",0,"R",7,"R",3,"R",4,"R",783,"R",203,"R",580,"R",24,"R",5,"R",19,"Z",0,"Z",0,"Z",0,"R",285,"R",78,"R",207,"R",28,"R",10,"R",18,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"37",101116,4,3,"R",100,"R",15,"R",85,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",77,"R",10,"R",67,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",19,"R",5,"R",14,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"38",101143,1,999,"R",3731,"R",2171,"R",1560,"R",38,"R",21,"R",17,"R",54,"R",30,"R",24,"R",792,"R",409,"R",383,"R",131,"R",71,"R",60,"R",5,"R",2,"R",3,"R",2634,"R",1603,"R",1031,"R",46,"R",20,"R",26,"R",23,"R",10,"R",13,"R",8,"R",5,"R",3
"39",101143,2,1,"R",3731,"R",2171,"R",1560,"R",38,"R",21,"R",17,"R",54,"R",30,"R",24,"R",792,"R",409,"R",383,"R",131,"R",71,"R",60,"R",5,"R",2,"R",3,"R",2634,"R",1603,"R",1031,"R",46,"R",20,"R",26,"R",23,"R",10,"R",13,"R",8,"R",5,"R",3
"40",101161,1,999,"R",6762,"R",2477,"R",4285,"R",100,"R",27,"R",73,"R",52,"R",21,"R",31,"R",1352,"R",386,"R",966,"R",151,"R",49,"R",102,"R",10,"R",4,"R",6,"R",5016,"R",1960,"R",3056,"R",64,"R",23,"R",41,"R",15,"R",7,"R",8,"R",2,"R",0,"R",2
"41",101161,2,1,"R",6762,"R",2477,"R",4285,"R",100,"R",27,"R",73,"R",52,"R",21,"R",31,"R",1352,"R",386,"R",966,"R",151,"R",49,"R",102,"R",10,"R",4,"R",6,"R",5016,"R",1960,"R",3056,"R",64,"R",23,"R",41,"R",15,"R",7,"R",8,"R",2,"R",0,"R",2
"42",101189,1,999,"R",4342,"R",1603,"R",2739,"R",18,"R",12,"R",6,"R",29,"R",13,"R",16,"R",1991,"R",438,"R",1553,"R",56,"R",27,"R",29,"R",13,"R",7,"R",6,"R",1881,"R",928,"R",953,"R",17,"R",10,"R",7,"R",281,"R",132,"R",149,"R",56,"R",36,"R",20
"43",101189,2,1,"R",3637,"R",1289,"R",2348,"R",12,"R",9,"R",3,"R",25,"R",11,"R",14,"R",1780,"R",390,"R",1390,"R",49,"R",23,"R",26,"R",9,"R",6,"R",3,"R",1478,"R",707,"R",771,"R",15,"R",9,"R",6,"R",216,"R",99,"R",117,"R",53,"R",35,"R",18
"44",101189,4,3,"R",705,"R",314,"R",391,"R",6,"R",3,"R",3,"R",4,"R",2,"R",2,"R",211,"R",48,"R",163,"R",7,"R",4,"R",3,"R",4,"R",1,"R",3,"R",403,"R",221,"R",182,"R",2,"R",1,"R",1,"R",65,"R",33,"R",32,"R",3,"R",1,"R",2
"45",101240,1,999,"R",9482,"R",3639,"R",5843,"R",42,"R",13,"R",29,"R",43,"R",22,"R",21,"R",2084,"R",744,"R",1340,"R",259,"R",98,"R",161,"R",8,"R",1,"R",7,"R",6717,"R",2611,"R",4106,"R",113,"R",44,"R",69,"R",77,"R",32,"R",45,"R",139,"R",74,"R",65
"46",101240,2,1,"R",9482,"R",3639,"R",5843,"R",42,"R",13,"R",29,"R",43,"R",22,"R",21,"R",2084,"R",744,"R",1340,"R",259,"R",98,"R",161,"R",8,"R",1,"R",7,"R",6717,"R",2611,"R",4106,"R",113,"R",44,"R",69,"R",77,"R",32,"R",45,"R",139,"R",74,"R",65
"47",101277,1,999,"R",98,"R",2,"R",96,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",95,"R",2,"R",93,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"48",101277,2,1,"R",98,"R",2,"R",96,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",95,"R",2,"R",93,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"49",101286,1,999,"R",6873,"R",2403,"R",4470,"R",21,"R",10,"R",11,"R",52,"R",16,"R",36,"R",2252,"R",667,"R",1585,"R",108,"R",43,"R",65,"R",10,"R",4,"R",6,"R",4352,"R",1636,"R",2716,"R",52,"R",16,"R",36,"R",23,"R",9,"R",14,"R",3,"R",2,"R",1
"50",101286,2,1,"R",6873,"R",2403,"R",4470,"R",21,"R",10,"R",11,"R",52,"R",16,"R",36,"R",2252,"R",667,"R",1585,"R",108,"R",43,"R",65,"R",10,"R",4,"R",6,"R",4352,"R",1636,"R",2716,"R",52,"R",16,"R",36,"R",23,"R",9,"R",14,"R",3,"R",2,"R",1
"51",101295,1,999,"R",7905,"R",2948,"R",4957,"R",62,"R",23,"R",39,"R",30,"R",13,"R",17,"R",410,"R",118,"R",292,"R",154,"R",71,"R",83,"R",6,"R",2,"R",4,"R",7134,"R",2674,"R",4460,"R",58,"R",19,"R",39,"R",17,"R",4,"R",13,"R",34,"R",24,"R",10
"52",101295,2,1,"R",7905,"R",2948,"R",4957,"R",62,"R",23,"R",39,"R",30,"R",13,"R",17,"R",410,"R",118,"R",292,"R",154,"R",71,"R",83,"R",6,"R",2,"R",4,"R",7134,"R",2674,"R",4460,"R",58,"R",19,"R",39,"R",17,"R",4,"R",13,"R",34,"R",24,"R",10
"53",101301,1,999,"R",3206,"R",1074,"R",2132,"R",8,"R",3,"R",5,"R",14,"R",8,"R",6,"R",2204,"R",646,"R",1558,"R",21,"R",7,"R",14,"R",19,"R",3,"R",16,"R",934,"R",405,"R",529,"R",2,"R",1,"R",1,"R",2,"R",0,"R",2,"R",2,"R",1,"R",1
"54",101301,2,1,"R",3206,"R",1074,"R",2132,"R",8,"R",3,"R",5,"R",14,"R",8,"R",6,"R",2204,"R",646,"R",1558,"R",21,"R",7,"R",14,"R",19,"R",3,"R",16,"R",934,"R",405,"R",529,"R",2,"R",1,"R",1,"R",2,"R",0,"R",2,"R",2,"R",1,"R",1
"55",101365,1,999,"R",612,"R",199,"R",413,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",380,"R",76,"R",304,"R",8,"R",4,"R",4,"Z",0,"Z",0,"Z",0,"R",181,"R",111,"R",70,"R",19,"R",3,"R",16,"R",21,"R",4,"R",17,"Z",0,"Z",0,"Z",0
"56",101365,2,1,"R",612,"R",199,"R",413,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",380,"R",76,"R",304,"R",8,"R",4,"R",4,"Z",0,"Z",0,"Z",0,"R",181,"R",111,"R",70,"R",19,"R",3,"R",16,"R",21,"R",4,"R",17,"Z",0,"Z",0,"Z",0
"57",101435,1,999,"R",1339,"R",648,"R",691,"R",5,"R",3,"R",2,"R",6,"R",2,"R",4,"R",218,"R",132,"R",86,"R",25,"R",10,"R",15,"R",3,"R",0,"R",3,"R",682,"R",359,"R",323,"R",27,"R",15,"R",12,"R",366,"R",121,"R",245,"R",7,"R",6,"R",1
"58",101435,2,1,"R",1339,"R",648,"R",691,"R",5,"R",3,"R",2,"R",6,"R",2,"R",4,"R",218,"R",132,"R",86,"R",25,"R",10,"R",15,"R",3,"R",0,"R",3,"R",682,"R",359,"R",323,"R",27,"R",15,"R",12,"R",366,"R",121,"R",245,"R",7,"R",6,"R",1
"59",101453,1,999,"R",114,"R",100,"R",14,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",9,"R",4,"R",4,"R",4,"Z",0,"R",1,"R",1,"Z",0,"R",82,"R",73,"R",9,"R",1,"R",1,"Z",0,"R",9,"R",8,"R",1,"R",4,"R",4,"Z",0
"60",101453,2,1,"R",82,"R",71,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",7,"R",3,"R",3,"R",3,"Z",0,"R",1,"R",1,"Z",0,"R",58,"R",50,"R",8,"R",0,"R",0,"Z",0,"R",8,"R",8,"R",0,"R",2,"R",2,"Z",0
"61",101453,4,3,"R",32,"R",29,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",1,"R",1,"Z",0,"R",0,"R",0,"Z",0,"R",24,"R",23,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",0,"R",1,"R",2,"R",2,"Z",0
"62",101462,1,999,"R",2163,"R",909,"R",1254,"R",15,"R",5,"R",10,"R",30,"R",14,"R",16,"R",1278,"R",441,"R",837,"R",27,"R",15,"R",12,"R",6,"R",4,"R",2,"R",745,"R",399,"R",346,"R",24,"R",8,"R",16,"R",27,"R",15,"R",12,"R",11,"R",8,"R",3
"63",101462,2,1,"R",2163,"R",909,"R",1254,"R",15,"R",5,"R",10,"R",30,"R",14,"R",16,"R",1278,"R",441,"R",837,"R",27,"R",15,"R",12,"R",6,"R",4,"R",2,"R",745,"R",399,"R",346,"R",24,"R",8,"R",16,"R",27,"R",15,"R",12,"R",11,"R",8,"R",3
"64",101471,1,999,"R",919,"R",636,"R",283,"R",6,"R",4,"R",2,"R",0,"R",0,"R",0,"R",477,"R",392,"R",85,"R",12,"R",9,"R",3,"R",0,"R",0,"R",0,"R",424,"R",231,"R",193,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"65",101471,2,1,"R",919,"R",636,"R",283,"R",6,"R",4,"R",2,"R",0,"R",0,"R",0,"R",477,"R",392,"R",85,"R",12,"R",9,"R",3,"R",0,"R",0,"R",0,"R",424,"R",231,"R",193,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"66",101480,1,999,"R",11374,"R",4690,"R",6684,"R",60,"R",33,"R",27,"R",41,"R",16,"R",25,"R",3136,"R",1202,"R",1934,"R",98,"R",33,"R",65,"R",12,"R",6,"R",6,"R",7291,"R",3054,"R",4237,"R",0,"R",0,"R",0,"R",449,"R",208,"R",241,"R",287,"R",138,"R",149
"67",101480,2,1,"R",9671,"R",4073,"R",5598,"R",50,"R",29,"R",21,"R",35,"R",15,"R",20,"R",2769,"R",1095,"R",1674,"R",90,"R",31,"R",59,"R",12,"R",6,"R",6,"R",6107,"R",2612,"R",3495,"R",0,"R",0,"R",0,"R",384,"R",177,"R",207,"R",224,"R",108,"R",116
"68",101480,4,3,"R",1703,"R",617,"R",1086,"R",10,"R",4,"R",6,"R",6,"R",1,"R",5,"R",367,"R",107,"R",260,"R",8,"R",2,"R",6,"R",0,"R",0,"R",0,"R",1184,"R",442,"R",742,"R",0,"R",0,"R",0,"R",65,"R",31,"R",34,"R",63,"R",30,"R",33
"69",101499,1,999,"R",1784,"R",839,"R",945,"R",77,"R",35,"R",42,"R",33,"R",14,"R",19,"R",548,"R",260,"R",288,"R",18,"R",10,"R",8,"R",1,"R",1,"R",0,"R",969,"R",403,"R",566,"R",13,"R",4,"R",9,"R",125,"R",112,"R",13,"R",0,"R",0,"R",0
"70",101499,2,1,"R",1784,"R",839,"R",945,"R",77,"R",35,"R",42,"R",33,"R",14,"R",19,"R",548,"R",260,"R",288,"R",18,"R",10,"R",8,"R",1,"R",1,"R",0,"R",969,"R",403,"R",566,"R",13,"R",4,"R",9,"R",125,"R",112,"R",13,"R",0,"R",0,"R",0
"71",101505,1,999,"R",14398,"R",5641,"R",8757,"R",36,"R",14,"R",22,"R",204,"R",91,"R",113,"R",3097,"R",964,"R",2133,"R",371,"R",133,"R",238,"R",11,"R",2,"R",9,"R",10214,"R",4260,"R",5954,"R",335,"R",118,"R",217,"R",25,"R",10,"R",15,"R",105,"R",49,"R",56
"72",101505,2,1,"R",14398,"R",5641,"R",8757,"R",36,"R",14,"R",22,"R",204,"R",91,"R",113,"R",3097,"R",964,"R",2133,"R",371,"R",133,"R",238,"R",11,"R",2,"R",9,"R",10214,"R",4260,"R",5954,"R",335,"R",118,"R",217,"R",25,"R",10,"R",15,"R",105,"R",49,"R",56
"73",101514,1,999,"R",17612,"R",7602,"R",10010,"R",428,"R",190,"R",238,"R",199,"R",81,"R",118,"R",3507,"R",1328,"R",2179,"R",569,"R",249,"R",320,"R",21,"R",8,"R",13,"R",12187,"R",5459,"R",6728,"R",508,"R",196,"R",312,"R",149,"R",71,"R",78,"R",44,"R",20,"R",24
"74",101514,2,1,"R",17612,"R",7602,"R",10010,"R",428,"R",190,"R",238,"R",199,"R",81,"R",118,"R",3507,"R",1328,"R",2179,"R",569,"R",249,"R",320,"R",21,"R",8,"R",13,"R",12187,"R",5459,"R",6728,"R",508,"R",196,"R",312,"R",149,"R",71,"R",78,"R",44,"R",20,"R",24
"75",101541,1,999,"R",388,"R",16,"R",372,"R",3,"R",1,"R",2,"R",4,"R",0,"R",4,"R",59,"R",2,"R",57,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",308,"R",13,"R",295,"R",4,"R",0,"R",4,"R",4,"R",0,"R",4,"R",1,"R",0,"R",1
"76",101541,2,1,"R",388,"R",16,"R",372,"R",3,"R",1,"R",2,"R",4,"R",0,"R",4,"R",59,"R",2,"R",57,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",308,"R",13,"R",295,"R",4,"R",0,"R",4,"R",4,"R",0,"R",4,"R",1,"R",0,"R",1
"77",101569,1,999,"R",6042,"R",2383,"R",3659,"R",7,"R",3,"R",4,"R",31,"R",11,"R",20,"R",4639,"R",1667,"R",2972,"R",59,"R",36,"R",23,"R",6,"R",3,"R",3,"R",782,"R",452,"R",330,"R",30,"R",16,"R",14,"R",480,"R",192,"R",288,"R",8,"R",3,"R",5
"78",101569,2,1,"R",6042,"R",2383,"R",3659,"R",7,"R",3,"R",4,"R",31,"R",11,"R",20,"R",4639,"R",1667,"R",2972,"R",59,"R",36,"R",23,"R",6,"R",3,"R",3,"R",782,"R",452,"R",330,"R",30,"R",16,"R",14,"R",480,"R",192,"R",288,"R",8,"R",3,"R",5
"79",101587,1,999,"R",6926,"R",1638,"R",5288,"R",37,"R",9,"R",28,"R",9,"R",0,"R",9,"R",3745,"R",759,"R",2986,"R",56,"R",14,"R",42,"R",7,"R",4,"R",3,"R",2948,"R",805,"R",2143,"R",15,"R",5,"R",10,"R",29,"R",6,"R",23,"R",80,"R",36,"R",44
"80",101587,2,1,"R",2454,"R",975,"R",1479,"R",8,"R",4,"R",4,"R",4,"R",0,"R",4,"R",1262,"R",444,"R",818,"R",26,"R",10,"R",16,"R",6,"R",3,"R",3,"R",1051,"R",473,"R",578,"R",9,"R",4,"R",5,"R",11,"R",3,"R",8,"R",77,"R",34,"R",43
