"","UNITID","EFFYLEV","LSTUDY","XEYTOTLT","EFYTOTLT","XEYTOTLM","EFYTOTLM","XEYTOTLW","EFYTOTLW","XEFYAIAT","EFYAIANT","XEFYAIAM","EFYAIANM","XEFYAIAW","EFYAIANW","XEFYASIT","EFYASIAT","XEFYASIM","EFYASIAM","XEFYASIW","EFYASIAW","XEFYBKAT","EFYBKAAT","XEFYBKAM","EFYBKAAM","XEFYBKAW","EFYBKAAW","XEFYHIST","EFYHISPT","XEFYHISM","EFYHISPM","XEFYHISW","EFYHISPW","XEFYNHPT","EFYNHPIT","XEFYNHPM","EFYNHPIM","XEFYNHPW","EFYNHPIW","XEFYWHIT","EFYWHITT","XEFYWHIM","EFYWHITM","XEFYWHIW","EFYWHITW","XEFY2MOT","EFY2MORT","XEFY2MOM","EFY2MORM","XEFY2MOW","EFY2MORW","XEYUNKNT","EFYUNKNT","XEYUNKNM","EFYUNKNM","XEYUNKNW","EFYUNKNW","XEYNRALT","EFYNRALT","XEYNRALM","EFYNRALM","XEYNRALW","EFYNRALW"
"2835",151379,4,3,"R",760,"R",262,"R",498,"R",3,"R",1,"R",2,"R",12,"R",5,"R",7,"R",64,"R",17,"R",47,"R",12,"R",3,"R",9,"R",2,"R",1,"R",1,"R",643,"R",224,"R",419,"R",8,"R",4,"R",4,"R",9,"R",1,"R",8,"R",7,"R",6,"R",1
"2836",151388,1,999,"R",5966,"R",2175,"R",3791,"R",11,"R",4,"R",7,"R",62,"R",31,"R",31,"R",248,"R",92,"R",156,"R",162,"R",62,"R",100,"R",5,"R",3,"R",2,"R",5180,"R",1853,"R",3327,"R",118,"R",46,"R",72,"R",112,"R",50,"R",62,"R",68,"R",34,"R",34
"2837",151388,2,1,"R",5729,"R",2122,"R",3607,"R",10,"R",3,"R",7,"R",61,"R",31,"R",30,"R",236,"R",89,"R",147,"R",156,"R",59,"R",97,"R",5,"R",3,"R",2,"R",4971,"R",1809,"R",3162,"R",114,"R",46,"R",68,"R",111,"R",50,"R",61,"R",65,"R",32,"R",33
"2838",151388,4,3,"R",237,"R",53,"R",184,"R",1,"R",1,"R",0,"R",1,"R",0,"R",1,"R",12,"R",3,"R",9,"R",6,"R",3,"R",3,"R",0,"R",0,"R",0,"R",209,"R",44,"R",165,"R",4,"R",0,"R",4,"R",1,"R",0,"R",1,"R",3,"R",2,"R",1
"2839",151458,1,999,"R",449,"R",99,"R",350,"R",3,"R",0,"R",3,"R",3,"R",1,"R",2,"R",12,"R",3,"R",9,"R",16,"R",3,"R",13,"R",0,"R",0,"R",0,"R",399,"R",88,"R",311,"R",8,"R",1,"R",7,"R",8,"R",3,"R",5,"R",0,"R",0,"R",0
"2840",151458,2,1,"R",449,"R",99,"R",350,"R",3,"R",0,"R",3,"R",3,"R",1,"R",2,"R",12,"R",3,"R",9,"R",16,"R",3,"R",13,"R",0,"R",0,"R",0,"R",399,"R",88,"R",311,"R",8,"R",1,"R",7,"R",8,"R",3,"R",5,"R",0,"R",0,"R",0
"2841",151467,1,999,"R",527,"R",93,"R",434,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",45,"R",7,"R",38,"R",27,"R",8,"R",19,"R",1,"R",0,"R",1,"R",424,"R",71,"R",353,"R",17,"R",4,"R",13,"R",12,"R",2,"R",10,"R",0,"R",0,"R",0
"2842",151467,2,1,"R",527,"R",93,"R",434,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",45,"R",7,"R",38,"R",27,"R",8,"R",19,"R",1,"R",0,"R",1,"R",424,"R",71,"R",353,"R",17,"R",4,"R",13,"R",12,"R",2,"R",10,"R",0,"R",0,"R",0
"2843",151494,1,999,"R",896,"R",675,"R",221,"R",6,"R",5,"R",1,"R",20,"R",17,"R",3,"R",302,"R",212,"R",90,"R",44,"R",33,"R",11,"Z",0,"Z",0,"Z",0,"R",490,"R",382,"R",108,"R",24,"R",20,"R",4,"R",10,"R",6,"R",4,"Z",0,"Z",0,"Z",0
"2844",151494,2,1,"R",896,"R",675,"R",221,"R",6,"R",5,"R",1,"R",20,"R",17,"R",3,"R",302,"R",212,"R",90,"R",44,"R",33,"R",11,"Z",0,"Z",0,"Z",0,"R",490,"R",382,"R",108,"R",24,"R",20,"R",4,"R",10,"R",6,"R",4,"Z",0,"Z",0,"Z",0
"2845",151500,1,999,"R",542,"R",386,"R",156,"R",2,"R",1,"R",1,"R",8,"R",7,"R",1,"R",80,"R",50,"R",30,"R",22,"R",19,"R",3,"Z",0,"Z",0,"Z",0,"R",409,"R",296,"R",113,"R",15,"R",9,"R",6,"R",6,"R",4,"R",2,"Z",0,"Z",0,"Z",0
"2846",151500,2,1,"R",542,"R",386,"R",156,"R",2,"R",1,"R",1,"R",8,"R",7,"R",1,"R",80,"R",50,"R",30,"R",22,"R",19,"R",3,"Z",0,"Z",0,"Z",0,"R",409,"R",296,"R",113,"R",15,"R",9,"R",6,"R",6,"R",4,"R",2,"Z",0,"Z",0,"Z",0
"2847",151519,1,999,"R",11948,"R",8096,"R",3852,"R",38,"R",19,"R",19,"R",66,"R",50,"R",16,"R",1382,"R",883,"R",499,"R",376,"R",263,"R",113,"R",6,"R",4,"R",2,"R",2058,"R",1426,"R",632,"R",110,"R",74,"R",36,"R",7911,"R",5376,"R",2535,"R",1,"R",1,"R",0
"2848",151519,2,1,"R",11753,"R",7959,"R",3794,"R",37,"R",18,"R",19,"R",60,"R",46,"R",14,"R",1343,"R",856,"R",487,"R",362,"R",251,"R",111,"R",6,"R",4,"R",2,"R",2012,"R",1395,"R",617,"R",109,"R",73,"R",36,"R",7823,"R",5315,"R",2508,"R",1,"R",1,"R",0
"2849",151519,4,3,"R",195,"R",137,"R",58,"R",1,"R",1,"R",0,"R",6,"R",4,"R",2,"R",39,"R",27,"R",12,"R",14,"R",12,"R",2,"Z",0,"Z",0,"Z",0,"R",46,"R",31,"R",15,"R",1,"R",1,"R",0,"R",88,"R",61,"R",27,"Z",0,"Z",0,"Z",0
"2850",151537,1,999,"R",51,"R",6,"R",45,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",26,"R",4,"R",22,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",2,"R",21,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"2851",151537,2,1,"R",51,"R",6,"R",45,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",26,"R",4,"R",22,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",2,"R",21,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"2852",151564,1,999,"R",47,"R",0,"R",47,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",45,"R",0,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"2853",151564,2,1,"R",47,"R",0,"R",47,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",45,"R",0,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"2854",151607,1,999,"R",136,"R",1,"R",135,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",18,"R",1,"R",17,"R",10,"R",0,"R",10,"R",0,"R",0,"R",0,"R",107,"R",0,"R",107,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"2855",151607,2,1,"R",136,"R",1,"R",135,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",18,"R",1,"R",17,"R",10,"R",0,"R",10,"R",0,"R",0,"R",0,"R",107,"R",0,"R",107,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"2856",151616,1,999,"R",928,"R",204,"R",724,"R",4,"R",2,"R",2,"R",5,"R",3,"R",2,"R",510,"R",103,"R",407,"R",101,"R",27,"R",74,"R",1,"Z",0,"R",1,"R",296,"R",67,"R",229,"R",6,"R",1,"R",5,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0
"2857",151616,2,1,"R",928,"R",204,"R",724,"R",4,"R",2,"R",2,"R",5,"R",3,"R",2,"R",510,"R",103,"R",407,"R",101,"R",27,"R",74,"R",1,"Z",0,"R",1,"R",296,"R",67,"R",229,"R",6,"R",1,"R",5,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0
"2858",151625,1,999,"R",442,"R",89,"R",353,"R",0,"Z",0,"R",0,"R",1,"Z",0,"R",1,"R",97,"R",21,"R",76,"R",28,"R",5,"R",23,"R",0,"Z",0,"R",0,"R",305,"R",60,"R",245,"R",11,"R",3,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"2859",151625,2,1,"R",442,"R",89,"R",353,"R",0,"Z",0,"R",0,"R",1,"Z",0,"R",1,"R",97,"R",21,"R",76,"R",28,"R",5,"R",23,"R",0,"Z",0,"R",0,"R",305,"R",60,"R",245,"R",11,"R",3,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"2860",151652,1,999,"R",336,"R",26,"R",310,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",82,"R",9,"R",73,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0,"R",232,"R",16,"R",216,"R",2,"R",1,"R",1,"R",7,"R",0,"R",7,"R",0,"R",0,"R",0
"2861",151652,2,1,"R",336,"R",26,"R",310,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",82,"R",9,"R",73,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0,"R",232,"R",16,"R",216,"R",2,"R",1,"R",1,"R",7,"R",0,"R",7,"R",0,"R",0,"R",0
"2862",151661,1,999,"R",1808,"R",1749,"R",59,"R",10,"R",9,"R",1,"R",15,"R",15,"R",0,"R",241,"R",233,"R",8,"R",50,"R",49,"R",1,"R",0,"R",0,"R",0,"R",1248,"R",1206,"R",42,"R",164,"R",158,"R",6,"R",76,"R",75,"R",1,"R",4,"R",4,"R",0
"2863",151661,2,1,"R",1808,"R",1749,"R",59,"R",10,"R",9,"R",1,"R",15,"R",15,"R",0,"R",241,"R",233,"R",8,"R",50,"R",49,"R",1,"R",0,"R",0,"R",0,"R",1248,"R",1206,"R",42,"R",164,"R",158,"R",6,"R",76,"R",75,"R",1,"R",4,"R",4,"R",0
"2864",151777,1,999,"R",1394,"R",647,"R",747,"R",4,"R",3,"R",1,"R",49,"R",17,"R",32,"R",64,"R",31,"R",33,"R",62,"R",29,"R",33,"R",1,"R",0,"R",1,"R",1129,"R",529,"R",600,"R",41,"R",17,"R",24,"R",17,"R",8,"R",9,"R",27,"R",13,"R",14
"2865",151777,2,1,"R",1243,"R",588,"R",655,"R",3,"R",2,"R",1,"R",15,"R",4,"R",11,"R",42,"R",19,"R",23,"R",58,"R",28,"R",30,"R",1,"R",0,"R",1,"R",1046,"R",501,"R",545,"R",38,"R",16,"R",22,"R",13,"R",5,"R",8,"R",27,"R",13,"R",14
"2866",151777,4,3,"R",151,"R",59,"R",92,"R",1,"R",1,"R",0,"R",34,"R",13,"R",21,"R",22,"R",12,"R",10,"R",4,"R",1,"R",3,"R",0,"R",0,"R",0,"R",83,"R",28,"R",55,"R",3,"R",1,"R",2,"R",4,"R",3,"R",1,"R",0,"R",0,"R",0
"2867",151786,1,999,"R",3669,"R",1254,"R",2415,"R",29,"R",3,"R",26,"R",81,"R",34,"R",47,"R",500,"R",166,"R",334,"R",132,"R",58,"R",74,"R",4,"R",2,"R",2,"R",2597,"R",883,"R",1714,"R",73,"R",27,"R",46,"R",236,"R",73,"R",163,"R",17,"R",8,"R",9
"2868",151786,2,1,"R",2969,"R",997,"R",1972,"R",27,"R",3,"R",24,"R",45,"R",20,"R",25,"R",397,"R",135,"R",262,"R",95,"R",45,"R",50,"R",4,"R",2,"R",2,"R",2141,"R",699,"R",1442,"R",59,"R",25,"R",34,"R",185,"R",61,"R",124,"R",16,"R",7,"R",9
"2869",151786,4,3,"R",700,"R",257,"R",443,"R",2,"R",0,"R",2,"R",36,"R",14,"R",22,"R",103,"R",31,"R",72,"R",37,"R",13,"R",24,"R",0,"R",0,"R",0,"R",456,"R",184,"R",272,"R",14,"R",2,"R",12,"R",51,"R",12,"R",39,"R",1,"R",1,"R",0
"2870",151801,1,999,"R",22572,"R",7615,"R",14957,"R",79,"R",18,"R",61,"R",236,"R",88,"R",148,"R",4610,"R",1158,"R",3452,"R",742,"R",285,"R",457,"R",24,"R",9,"R",15,"R",16182,"R",5768,"R",10414,"R",379,"R",139,"R",240,"R",253,"R",117,"R",136,"R",67,"R",33,"R",34
"2871",151801,2,1,"R",15341,"R",5049,"R",10292,"R",49,"R",9,"R",40,"R",126,"R",49,"R",77,"R",2915,"R",725,"R",2190,"R",501,"R",174,"R",327,"R",18,"R",7,"R",11,"R",11204,"R",3863,"R",7341,"R",283,"R",106,"R",177,"R",225,"R",107,"R",118,"R",20,"R",9,"R",11
"2872",151801,4,3,"R",7231,"R",2566,"R",4665,"R",30,"R",9,"R",21,"R",110,"R",39,"R",71,"R",1695,"R",433,"R",1262,"R",241,"R",111,"R",130,"R",6,"R",2,"R",4,"R",4978,"R",1905,"R",3073,"R",96,"R",33,"R",63,"R",28,"R",10,"R",18,"R",47,"R",24,"R",23
"2873",151810,1,999,"R",639,"R",203,"R",436,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"R",594,"R",191,"R",403,"R",7,"R",2,"R",5,"Z",0,"Z",0,"Z",0,"R",19,"R",4,"R",15,"R",10,"R",3,"R",7,"R",3,"R",1,"R",2,"R",2,"R",1,"R",1
"2874",151810,2,1,"R",570,"R",186,"R",384,"R",3,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"R",533,"R",175,"R",358,"R",6,"R",2,"R",4,"Z",0,"Z",0,"Z",0,"R",15,"R",4,"R",11,"R",9,"R",3,"R",6,"R",2,"Z",0,"R",2,"R",2,"R",1,"R",1
"2875",151810,4,3,"R",69,"R",17,"R",52,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",61,"R",16,"R",45,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0
"2876",151829,1,999,"R",135,"R",6,"R",129,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",1,"R",8,"R",4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",112,"R",4,"R",108,"R",8,"Z",0,"R",8,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0
"2877",151829,2,1,"R",135,"R",6,"R",129,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",1,"R",8,"R",4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",112,"R",4,"R",108,"R",8,"Z",0,"R",8,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0
"2878",151865,1,999,"R",136,"R",62,"R",74,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",8,"R",5,"R",3,"R",4,"R",2,"R",2,"R",0,"R",0,"Z",0,"R",111,"R",48,"R",63,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",9,"R",5,"R",4
"2879",151865,4,3,"R",136,"R",62,"R",74,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",8,"R",5,"R",3,"R",4,"R",2,"R",2,"R",0,"R",0,"Z",0,"R",111,"R",48,"R",63,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",9,"R",5,"R",4
"2880",151874,1,999,"R",72,"R",29,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",71,"R",28,"R",43,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"2881",151874,2,1,"R",72,"R",29,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",71,"R",28,"R",43,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"2882",151944,1,999,"R",656,"R",129,"R",527,"R",1,"Z",0,"R",1,"R",2,"Z",0,"R",2,"R",163,"R",29,"R",134,"R",54,"R",15,"R",39,"R",0,"R",0,"Z",0,"R",425,"R",82,"R",343,"R",10,"R",2,"R",8,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0
"2883",151944,2,1,"R",656,"R",129,"R",527,"R",1,"Z",0,"R",1,"R",2,"Z",0,"R",2,"R",163,"R",29,"R",134,"R",54,"R",15,"R",39,"R",0,"R",0,"Z",0,"R",425,"R",82,"R",343,"R",10,"R",2,"R",8,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0
"2884",151962,1,999,"R",139,"R",71,"R",68,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",19,"R",8,"R",11,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",111,"R",60,"R",51,"R",0,"R",0,"R",0,"R",6,"R",3,"R",3,"R",0,"R",0,"R",0
"2885",151962,2,1,"R",139,"R",71,"R",68,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",19,"R",8,"R",11,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",111,"R",60,"R",51,"R",0,"R",0,"R",0,"R",6,"R",3,"R",3,"R",0,"R",0,"R",0
"2886",152044,1,999,"R",114,"R",41,"R",73,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",76,"R",32,"R",44,"R",10,"R",4,"R",6,"R",0,"R",0,"R",0,"R",28,"R",5,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"2887",152044,2,1,"R",114,"R",41,"R",73,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",76,"R",32,"R",44,"R",10,"R",4,"R",6,"R",0,"R",0,"R",0,"R",28,"R",5,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"2888",152080,1,999,"R",12632,"R",6917,"R",5715,"R",41,"R",22,"R",19,"R",621,"R",304,"R",317,"R",396,"R",206,"R",190,"R",1131,"R",588,"R",543,"R",2,"R",1,"R",1,"R",8190,"R",4551,"R",3639,"R",434,"R",197,"R",237,"R",680,"R",398,"R",282,"R",1137,"R",650,"R",487
"2889",152080,2,1,"R",8610,"R",4532,"R",4078,"R",33,"R",15,"R",18,"R",515,"R",248,"R",267,"R",310,"R",160,"R",150,"R",881,"R",446,"R",435,"R",1,"Z",0,"R",1,"R",6101,"R",3316,"R",2785,"R",332,"R",140,"R",192,"R",70,"R",37,"R",33,"R",367,"R",170,"R",197
"2890",152080,4,3,"R",4022,"R",2385,"R",1637,"R",8,"R",7,"R",1,"R",106,"R",56,"R",50,"R",86,"R",46,"R",40,"R",250,"R",142,"R",108,"R",1,"R",1,"Z",0,"R",2089,"R",1235,"R",854,"R",102,"R",57,"R",45,"R",610,"R",361,"R",249,"R",770,"R",480,"R",290
"2891",152099,1,999,"R",3392,"R",1389,"R",2003,"R",15,"R",6,"R",9,"R",13,"R",5,"R",8,"R",117,"R",65,"R",52,"R",48,"R",21,"R",27,"R",2,"R",1,"R",1,"R",2700,"R",1090,"R",1610,"R",43,"R",21,"R",22,"R",410,"R",147,"R",263,"R",44,"R",33,"R",11
"2892",152099,2,1,"R",2996,"R",1257,"R",1739,"R",15,"R",6,"R",9,"R",13,"R",5,"R",8,"R",103,"R",60,"R",43,"R",47,"R",20,"R",27,"R",1,"R",0,"R",1,"R",2570,"R",1021,"R",1549,"R",41,"R",20,"R",21,"R",163,"R",93,"R",70,"R",43,"R",32,"R",11
"2893",152099,4,3,"R",396,"R",132,"R",264,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14,"R",5,"R",9,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",130,"R",69,"R",61,"R",2,"R",1,"R",1,"R",247,"R",54,"R",193,"R",1,"R",1,"R",0
"2894",152150,1,999,"R",88,"R",4,"R",84,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"R",3,"Z",0,"R",3,"R",1,"Z",0,"R",1,"R",74,"R",3,"R",71,"R",6,"R",1,"R",5,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
"2895",152150,2,1,"R",88,"R",4,"R",84,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"R",3,"Z",0,"R",3,"R",1,"Z",0,"R",1,"R",74,"R",3,"R",71,"R",6,"R",1,"R",5,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
"2896",152248,1,999,"R",11767,"R",4853,"R",6914,"R",20,"R",10,"R",10,"R",292,"R",126,"R",166,"R",1452,"R",420,"R",1032,"R",1629,"R",685,"R",944,"R",20,"R",6,"R",14,"R",6328,"R",2509,"R",3819,"R",173,"R",65,"R",108,"R",1002,"R",411,"R",591,"R",851,"R",621,"R",230
"2897",152248,2,1,"R",10359,"R",4288,"R",6071,"R",17,"R",8,"R",9,"R",231,"R",90,"R",141,"R",1310,"R",377,"R",933,"R",1522,"R",653,"R",869,"R",20,"R",6,"R",14,"R",5537,"R",2242,"R",3295,"R",157,"R",57,"R",100,"R",942,"R",390,"R",552,"R",623,"R",465,"R",158
"2898",152248,4,3,"R",1408,"R",565,"R",843,"R",3,"R",2,"R",1,"R",61,"R",36,"R",25,"R",142,"R",43,"R",99,"R",107,"R",32,"R",75,"R",0,"R",0,"R",0,"R",791,"R",267,"R",524,"R",16,"R",8,"R",8,"R",60,"R",21,"R",39,"R",228,"R",156,"R",72
"2899",152266,1,999,"R",7474,"R",3004,"R",4470,"R",33,"R",17,"R",16,"R",111,"R",42,"R",69,"R",411,"R",155,"R",256,"R",787,"R",324,"R",463,"R",13,"R",4,"R",9,"R",5929,"R",2371,"R",3558,"R",142,"R",50,"R",92,"R",3,"R",0,"R",3,"R",45,"R",41,"R",4
"2900",152266,2,1,"R",7402,"R",2969,"R",4433,"R",33,"R",17,"R",16,"R",108,"R",40,"R",68,"R",409,"R",154,"R",255,"R",785,"R",323,"R",462,"R",13,"R",4,"R",9,"R",5866,"R",2341,"R",3525,"R",142,"R",50,"R",92,"R",3,"R",0,"R",3,"R",43,"R",40,"R",3
"2901",152266,4,3,"R",72,"R",35,"R",37,"R",0,"R",0,"R",0,"R",3,"R",2,"R",1,"R",2,"R",1,"R",1,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",63,"R",30,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1
"2902",152275,1,999,"R",298,"R",89,"R",209,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",141,"R",50,"R",91,"R",17,"R",7,"R",10,"R",1,"R",0,"R",1,"R",124,"R",26,"R",98,"R",11,"R",4,"R",7,"R",1,"R",1,"R",0,"R",2,"R",1,"R",1
"2903",152275,2,1,"R",298,"R",89,"R",209,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",141,"R",50,"R",91,"R",17,"R",7,"R",10,"R",1,"R",0,"R",1,"R",124,"R",26,"R",98,"R",11,"R",4,"R",7,"R",1,"R",1,"R",0,"R",2,"R",1,"R",1
"2904",152309,1,999,"R",145,"R",16,"R",129,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",9,"R",16,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",115,"R",7,"R",108,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0
"2905",152309,2,1,"R",145,"R",16,"R",129,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",9,"R",16,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",115,"R",7,"R",108,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0
"2906",152318,1,999,"R",2412,"R",1884,"R",528,"R",4,"R",3,"R",1,"R",86,"R",69,"R",17,"R",58,"R",42,"R",16,"R",64,"R",49,"R",15,"R",4,"R",2,"R",2,"R",1761,"R",1389,"R",372,"R",78,"R",61,"R",17,"R",111,"R",78,"R",33,"R",246,"R",191,"R",55
"2907",152318,2,1,"R",2282,"R",1783,"R",499,"R",4,"R",3,"R",1,"R",79,"R",65,"R",14,"R",54,"R",39,"R",15,"R",62,"R",48,"R",14,"R",4,"R",2,"R",2,"R",1695,"R",1340,"R",355,"R",76,"R",59,"R",17,"R",109,"R",76,"R",33,"R",199,"R",151,"R",48
"2908",152318,4,3,"R",130,"R",101,"R",29,"R",0,"R",0,"R",0,"R",7,"R",4,"R",3,"R",4,"R",3,"R",1,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",66,"R",49,"R",17,"R",2,"R",2,"R",0,"R",2,"R",2,"R",0,"R",47,"R",40,"R",7
"2909",152327,1,999,"R",58,"R",7,"R",51,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",11,"R",3,"R",8,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",44,"R",4,"R",40,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
"2910",152327,2,1,"R",58,"R",7,"R",51,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",11,"R",3,"R",8,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",44,"R",4,"R",40,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
"2911",152336,1,999,"R",2814,"R",816,"R",1998,"R",11,"R",5,"R",6,"R",33,"R",12,"R",21,"R",188,"R",86,"R",102,"R",153,"R",47,"R",106,"R",4,"R",1,"R",3,"R",2299,"R",615,"R",1684,"R",55,"R",17,"R",38,"R",57,"R",23,"R",34,"R",14,"R",10,"R",4
"2912",152336,2,1,"R",2179,"R",619,"R",1560,"R",10,"R",4,"R",6,"R",23,"R",9,"R",14,"R",141,"R",70,"R",71,"R",130,"R",36,"R",94,"R",4,"R",1,"R",3,"R",1775,"R",459,"R",1316,"R",41,"R",14,"R",27,"R",46,"R",17,"R",29,"R",9,"R",9,"R",0
"2913",152336,4,3,"R",635,"R",197,"R",438,"R",1,"R",1,"R",0,"R",10,"R",3,"R",7,"R",47,"R",16,"R",31,"R",23,"R",11,"R",12,"R",0,"R",0,"R",0,"R",524,"R",156,"R",368,"R",14,"R",3,"R",11,"R",11,"R",6,"R",5,"R",5,"R",1,"R",4
"2914",152363,1,999,"R",1391,"R",551,"R",840,"R",8,"R",3,"R",5,"R",6,"R",1,"R",5,"R",111,"R",67,"R",44,"R",62,"R",29,"R",33,"R",0,"R",0,"R",0,"R",1117,"R",400,"R",717,"R",27,"R",17,"R",10,"R",30,"R",18,"R",12,"R",30,"R",16,"R",14
"2915",152363,2,1,"R",1330,"R",519,"R",811,"R",8,"R",3,"R",5,"R",6,"R",1,"R",5,"R",104,"R",61,"R",43,"R",61,"R",28,"R",33,"R",0,"R",0,"R",0,"R",1069,"R",377,"R",692,"R",27,"R",17,"R",10,"R",27,"R",17,"R",10,"R",28,"R",15,"R",13
