"","UNITID","EFFYLEV","LSTUDY","XEYTOTLT","EFYTOTLT","XEYTOTLM","EFYTOTLM","XEYTOTLW","EFYTOTLW","XEFYAIAT","EFYAIANT","XEFYAIAM","EFYAIANM","XEFYAIAW","EFYAIANW","XEFYASIT","EFYASIAT","XEFYASIM","EFYASIAM","XEFYASIW","EFYASIAW","XEFYBKAT","EFYBKAAT","XEFYBKAM","EFYBKAAM","XEFYBKAW","EFYBKAAW","XEFYHIST","EFYHISPT","XEFYHISM","EFYHISPM","XEFYHISW","EFYHISPW","XEFYNHPT","EFYNHPIT","XEFYNHPM","EFYNHPIM","XEFYNHPW","EFYNHPIW","XEFYWHIT","EFYWHITT","XEFYWHIM","EFYWHITM","XEFYWHIW","EFYWHITW","XEFY2MOT","EFY2MORT","XEFY2MOM","EFY2MORM","XEFY2MOW","EFY2MORW","XEYUNKNT","EFYUNKNT","XEYUNKNM","EFYUNKNM","XEYUNKNW","EFYUNKNW","XEYNRALT","EFYNRALT","XEYNRALM","EFYNRALM","XEYNRALW","EFYNRALW"
"13",100724,1,999,"R",6992,"R",2814,"R",4178,"R",10,"R",4,"R",6,"R",16,"R",9,"R",7,"R",6354,"R",2528,"R",3826,"R",75,"R",42,"R",33,"R",5,"R",1,"R",4,"R",248,"R",95,"R",153,"R",50,"R",18,"R",32,"R",98,"R",39,"R",59,"R",136,"R",78,"R",58
"14",100724,2,1,"R",6124,"R",2551,"R",3573,"R",6,"R",3,"R",3,"R",8,"R",4,"R",4,"R",5684,"R",2340,"R",3344,"R",65,"R",39,"R",26,"R",5,"R",1,"R",4,"R",98,"R",40,"R",58,"R",44,"R",16,"R",28,"R",88,"R",34,"R",54,"R",126,"R",74,"R",52
"15",100724,4,3,"R",868,"R",263,"R",605,"R",4,"R",1,"R",3,"R",8,"R",5,"R",3,"R",670,"R",188,"R",482,"R",10,"R",3,"R",7,"R",0,"R",0,"R",0,"R",150,"R",55,"R",95,"R",6,"R",2,"R",4,"R",10,"R",5,"R",5,"R",10,"R",4,"R",6
"16",100751,1,999,"R",38918,"R",17613,"R",21305,"R",168,"R",87,"R",81,"R",452,"R",220,"R",232,"R",4674,"R",1601,"R",3073,"R",1164,"R",472,"R",692,"R",39,"R",18,"R",21,"R",29578,"R",13680,"R",15898,"R",769,"R",340,"R",429,"R",185,"R",84,"R",101,"R",1889,"R",1111,"R",778
"17",100751,2,1,"R",32392,"R",14970,"R",17422,"R",140,"R",73,"R",67,"R",365,"R",179,"R",186,"R",3829,"R",1409,"R",2420,"R",1000,"R",409,"R",591,"R",31,"R",14,"R",17,"R",24922,"R",11757,"R",13165,"R",672,"R",302,"R",370,"R",114,"R",50,"R",64,"R",1319,"R",777,"R",542
"18",100751,4,3,"R",6526,"R",2643,"R",3883,"R",28,"R",14,"R",14,"R",87,"R",41,"R",46,"R",845,"R",192,"R",653,"R",164,"R",63,"R",101,"R",8,"R",4,"R",4,"R",4656,"R",1923,"R",2733,"R",97,"R",38,"R",59,"R",71,"R",34,"R",37,"R",570,"R",334,"R",236
"19",100760,1,999,"R",2617,"R",987,"R",1630,"R",10,"R",6,"R",4,"R",6,"R",3,"R",3,"R",729,"R",224,"R",505,"R",31,"R",14,"R",17,"R",0,"R",0,"R",0,"R",1812,"R",728,"R",1084,"R",3,"R",1,"R",2,"R",24,"R",10,"R",14,"R",2,"R",1,"R",1
"20",100760,2,1,"R",2617,"R",987,"R",1630,"R",10,"R",6,"R",4,"R",6,"R",3,"R",3,"R",729,"R",224,"R",505,"R",31,"R",14,"R",17,"R",0,"R",0,"R",0,"R",1812,"R",728,"R",1084,"R",3,"R",1,"R",2,"R",24,"R",10,"R",14,"R",2,"R",1,"R",1
"21",100812,1,999,"R",4391,"R",1559,"R",2832,"R",78,"R",23,"R",55,"R",21,"R",5,"R",16,"R",556,"R",173,"R",383,"R",92,"R",33,"R",59,"R",4,"R",2,"R",2,"R",3357,"R",1228,"R",2129,"R",62,"R",16,"R",46,"R",193,"R",67,"R",126,"R",28,"R",12,"R",16
"22",100812,2,1,"R",4391,"R",1559,"R",2832,"R",78,"R",23,"R",55,"R",21,"R",5,"R",16,"R",556,"R",173,"R",383,"R",92,"R",33,"R",59,"R",4,"R",2,"R",2,"R",3357,"R",1228,"R",2129,"R",62,"R",16,"R",46,"R",193,"R",67,"R",126,"R",28,"R",12,"R",16
"23",100830,1,999,"R",6268,"R",2368,"R",3900,"R",24,"R",11,"R",13,"R",140,"R",64,"R",76,"R",1884,"R",557,"R",1327,"R",52,"R",21,"R",31,"R",0,"R",0,"R",0,"R",3287,"R",1327,"R",1960,"R",35,"R",14,"R",21,"R",510,"R",196,"R",314,"R",336,"R",178,"R",158
"24",100830,2,1,"R",5266,"R",2044,"R",3222,"R",21,"R",10,"R",11,"R",131,"R",59,"R",72,"R",1601,"R",493,"R",1108,"R",46,"R",19,"R",27,"R",0,"R",0,"R",0,"R",2885,"R",1192,"R",1693,"R",33,"R",13,"R",20,"R",287,"R",112,"R",175,"R",262,"R",146,"R",116
"25",100830,4,3,"R",1002,"R",324,"R",678,"R",3,"R",1,"R",2,"R",9,"R",5,"R",4,"R",283,"R",64,"R",219,"R",6,"R",2,"R",4,"R",0,"R",0,"R",0,"R",402,"R",135,"R",267,"R",2,"R",1,"R",1,"R",223,"R",84,"R",139,"R",74,"R",32,"R",42
"26",100858,1,999,"R",26555,"R",13580,"R",12975,"R",186,"R",84,"R",102,"R",594,"R",313,"R",281,"R",2053,"R",925,"R",1128,"R",602,"R",301,"R",301,"Z",0,"Z",0,"Z",0,"R",21437,"R",10931,"R",10506,"Z",0,"Z",0,"Z",0,"R",374,"R",193,"R",181,"R",1309,"R",833,"R",476
"27",100858,2,1,"R",20760,"R",10720,"R",10040,"R",155,"R",71,"R",84,"R",442,"R",243,"R",199,"R",1559,"R",752,"R",807,"R",515,"R",262,"R",253,"Z",0,"Z",0,"Z",0,"R",17589,"R",9115,"R",8474,"Z",0,"Z",0,"Z",0,"R",275,"R",139,"R",136,"R",225,"R",138,"R",87
"28",100858,4,3,"R",5795,"R",2860,"R",2935,"R",31,"R",13,"R",18,"R",152,"R",70,"R",82,"R",494,"R",173,"R",321,"R",87,"R",39,"R",48,"Z",0,"Z",0,"Z",0,"R",3848,"R",1816,"R",2032,"Z",0,"Z",0,"Z",0,"R",99,"R",54,"R",45,"R",1084,"R",695,"R",389
"29",100937,1,999,"R",1225,"R",665,"R",560,"R",12,"R",7,"R",5,"R",48,"R",23,"R",25,"R",121,"R",74,"R",47,"R",36,"R",19,"R",17,"Z",0,"Z",0,"Z",0,"R",989,"R",533,"R",456,"R",9,"R",3,"R",6,"R",10,"R",6,"R",4,"Z",0,"Z",0,"Z",0
"30",100937,2,1,"R",1225,"R",665,"R",560,"R",12,"R",7,"R",5,"R",48,"R",23,"R",25,"R",121,"R",74,"R",47,"R",36,"R",19,"R",17,"Z",0,"Z",0,"Z",0,"R",989,"R",533,"R",456,"R",9,"R",3,"R",6,"R",10,"R",6,"R",4,"Z",0,"Z",0,"Z",0
"31",101028,1,999,"R",2587,"R",957,"R",1630,"R",9,"R",3,"R",6,"R",38,"R",17,"R",21,"R",1118,"R",370,"R",748,"R",110,"R",47,"R",63,"R",10,"R",4,"R",6,"R",1219,"R",483,"R",736,"R",29,"R",14,"R",15,"R",54,"R",19,"R",35,"R",0,"R",0,"R",0
"32",101028,2,1,"R",2587,"R",957,"R",1630,"R",9,"R",3,"R",6,"R",38,"R",17,"R",21,"R",1118,"R",370,"R",748,"R",110,"R",47,"R",63,"R",10,"R",4,"R",6,"R",1219,"R",483,"R",736,"R",29,"R",14,"R",15,"R",54,"R",19,"R",35,"R",0,"R",0,"R",0
"33",101073,1,999,"R",697,"R",397,"R",300,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",649,"R",364,"R",285,"R",10,"R",9,"R",1,"R",0,"R",0,"R",0,"R",11,"R",6,"R",5,"Z",0,"Z",0,"Z",0,"R",6,"R",4,"R",2,"R",19,"R",13,"R",6
"34",101073,2,1,"R",697,"R",397,"R",300,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",649,"R",364,"R",285,"R",10,"R",9,"R",1,"R",0,"R",0,"R",0,"R",11,"R",6,"R",5,"Z",0,"Z",0,"Z",0,"R",6,"R",4,"R",2,"R",19,"R",13,"R",6
"35",101116,1,999,"R",1163,"R",291,"R",872,"R",1,"Z",0,"R",1,"R",9,"R",2,"R",7,"R",770,"R",188,"R",582,"R",14,"R",2,"R",12,"Z",0,"Z",0,"Z",0,"R",324,"R",88,"R",236,"R",45,"R",11,"R",34,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"36",101116,2,1,"R",1020,"R",259,"R",761,"R",1,"Z",0,"R",1,"R",7,"R",2,"R",5,"R",657,"R",168,"R",489,"R",12,"R",1,"R",11,"Z",0,"Z",0,"Z",0,"R",304,"R",79,"R",225,"R",39,"R",9,"R",30,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"37",101116,4,3,"R",143,"R",32,"R",111,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",113,"R",20,"R",93,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",20,"R",9,"R",11,"R",6,"R",2,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"38",101143,1,999,"R",3265,"R",1861,"R",1404,"R",20,"R",9,"R",11,"R",63,"R",37,"R",26,"R",829,"R",438,"R",391,"R",140,"R",68,"R",72,"R",7,"R",5,"R",2,"R",2116,"R",1251,"R",865,"R",66,"R",37,"R",29,"R",20,"R",12,"R",8,"R",4,"R",4,"R",0
"39",101143,2,1,"R",3265,"R",1861,"R",1404,"R",20,"R",9,"R",11,"R",63,"R",37,"R",26,"R",829,"R",438,"R",391,"R",140,"R",68,"R",72,"R",7,"R",5,"R",2,"R",2116,"R",1251,"R",865,"R",66,"R",37,"R",29,"R",20,"R",12,"R",8,"R",4,"R",4,"R",0
"40",101161,1,999,"R",6635,"R",2459,"R",4176,"R",112,"R",38,"R",74,"R",50,"R",18,"R",32,"R",1262,"R",381,"R",881,"R",178,"R",72,"R",106,"R",8,"R",3,"R",5,"R",4902,"R",1899,"R",3003,"R",103,"R",42,"R",61,"R",13,"R",2,"R",11,"R",7,"R",4,"R",3
"41",101161,2,1,"R",6635,"R",2459,"R",4176,"R",112,"R",38,"R",74,"R",50,"R",18,"R",32,"R",1262,"R",381,"R",881,"R",178,"R",72,"R",106,"R",8,"R",3,"R",5,"R",4902,"R",1899,"R",3003,"R",103,"R",42,"R",61,"R",13,"R",2,"R",11,"R",7,"R",4,"R",3
"42",101189,1,999,"R",3888,"R",1433,"R",2455,"R",23,"R",10,"R",13,"R",27,"R",12,"R",15,"R",1882,"R",460,"R",1422,"R",59,"R",30,"R",29,"R",9,"R",7,"R",2,"R",1705,"R",823,"R",882,"R",47,"R",22,"R",25,"R",85,"R",33,"R",52,"R",51,"R",36,"R",15
"43",101189,2,1,"R",3205,"R",1160,"R",2045,"R",17,"R",6,"R",11,"R",19,"R",8,"R",11,"R",1607,"R",399,"R",1208,"R",55,"R",30,"R",25,"R",9,"R",7,"R",2,"R",1335,"R",624,"R",711,"R",42,"R",19,"R",23,"R",73,"R",33,"R",40,"R",48,"R",34,"R",14
"44",101189,4,3,"R",683,"R",273,"R",410,"R",6,"R",4,"R",2,"R",8,"R",4,"R",4,"R",275,"R",61,"R",214,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",370,"R",199,"R",171,"R",5,"R",3,"R",2,"R",12,"R",0,"R",12,"R",3,"R",2,"R",1
"45",101240,1,999,"R",8292,"R",3378,"R",4914,"R",73,"R",31,"R",42,"R",43,"R",21,"R",22,"R",1781,"R",735,"R",1046,"R",216,"R",83,"R",133,"R",13,"R",4,"R",9,"R",5642,"R",2257,"R",3385,"R",142,"R",44,"R",98,"R",205,"R",108,"R",97,"R",177,"R",95,"R",82
"46",101240,2,1,"R",8292,"R",3378,"R",4914,"R",73,"R",31,"R",42,"R",43,"R",21,"R",22,"R",1781,"R",735,"R",1046,"R",216,"R",83,"R",133,"R",13,"R",4,"R",9,"R",5642,"R",2257,"R",3385,"R",142,"R",44,"R",98,"R",205,"R",108,"R",97,"R",177,"R",95,"R",82
"47",101277,1,999,"R",152,"R",3,"R",149,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0,"R",139,"R",3,"R",136,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"48",101277,2,1,"R",152,"R",3,"R",149,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",8,"R",0,"R",8,"R",0,"R",0,"R",0,"R",139,"R",3,"R",136,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"49",101286,1,999,"R",6509,"R",2346,"R",4163,"R",26,"R",9,"R",17,"R",51,"R",16,"R",35,"R",1972,"R",621,"R",1351,"R",141,"R",56,"R",85,"R",11,"R",1,"R",10,"R",4229,"R",1620,"R",2609,"R",74,"R",21,"R",53,"R",5,"R",2,"R",3,"R",0,"R",0,"R",0
"50",101286,2,1,"R",6509,"R",2346,"R",4163,"R",26,"R",9,"R",17,"R",51,"R",16,"R",35,"R",1972,"R",621,"R",1351,"R",141,"R",56,"R",85,"R",11,"R",1,"R",10,"R",4229,"R",1620,"R",2609,"R",74,"R",21,"R",53,"R",5,"R",2,"R",3,"R",0,"R",0,"R",0
"51",101295,1,999,"R",7262,"R",2763,"R",4499,"R",54,"R",19,"R",35,"R",45,"R",17,"R",28,"R",423,"R",137,"R",286,"R",200,"R",82,"R",118,"R",1,"R",1,"R",0,"R",6411,"R",2455,"R",3956,"R",0,"R",0,"R",0,"R",93,"R",33,"R",60,"R",35,"R",19,"R",16
"52",101295,2,1,"R",7262,"R",2763,"R",4499,"R",54,"R",19,"R",35,"R",45,"R",17,"R",28,"R",423,"R",137,"R",286,"R",200,"R",82,"R",118,"R",1,"R",1,"R",0,"R",6411,"R",2455,"R",3956,"R",0,"R",0,"R",0,"R",93,"R",33,"R",60,"R",35,"R",19,"R",16
"53",101301,1,999,"R",2829,"R",995,"R",1834,"R",10,"R",3,"R",7,"R",17,"R",15,"R",2,"R",1881,"R",603,"R",1278,"R",23,"R",8,"R",15,"R",7,"R",0,"R",7,"R",874,"R",362,"R",512,"R",14,"R",3,"R",11,"R",1,"R",0,"R",1,"R",2,"R",1,"R",1
"54",101301,2,1,"R",2829,"R",995,"R",1834,"R",10,"R",3,"R",7,"R",17,"R",15,"R",2,"R",1881,"R",603,"R",1278,"R",23,"R",8,"R",15,"R",7,"R",0,"R",7,"R",874,"R",362,"R",512,"R",14,"R",3,"R",11,"R",1,"R",0,"R",1,"R",2,"R",1,"R",1
"55",101365,1,999,"R",602,"R",190,"R",412,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"R",2,"R",381,"R",51,"R",330,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",199,"R",127,"R",72,"R",2,"R",2,"R",0,"R",16,"R",8,"R",8,"Z",0,"Z",0,"Z",0
"56",101365,2,1,"R",595,"R",187,"R",408,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"R",2,"R",375,"R",49,"R",326,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",198,"R",126,"R",72,"R",2,"R",2,"R",0,"R",16,"R",8,"R",8,"Z",0,"Z",0,"Z",0
"57",101365,4,3,"R",7,"R",3,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",2,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
"58",101435,1,999,"R",1417,"R",698,"R",719,"R",13,"R",6,"R",7,"R",12,"R",7,"R",5,"R",291,"R",140,"R",151,"R",29,"R",13,"R",16,"R",2,"R",0,"R",2,"R",798,"R",422,"R",376,"R",33,"R",22,"R",11,"R",231,"R",81,"R",150,"R",8,"R",7,"R",1
"59",101435,2,1,"R",1417,"R",698,"R",719,"R",13,"R",6,"R",7,"R",12,"R",7,"R",5,"R",291,"R",140,"R",151,"R",29,"R",13,"R",16,"R",2,"R",0,"R",2,"R",798,"R",422,"R",376,"R",33,"R",22,"R",11,"R",231,"R",81,"R",150,"R",8,"R",7,"R",1
"60",101453,1,999,"R",111,"R",96,"R",15,"R",1,"R",1,"Z",0,"R",0,"R",0,"Z",0,"R",10,"R",9,"R",1,"R",4,"R",4,"Z",0,"R",1,"R",1,"Z",0,"R",81,"R",69,"R",12,"R",2,"R",1,"R",1,"R",10,"R",9,"R",1,"R",2,"R",2,"Z",0
"61",101453,2,1,"R",79,"R",66,"R",13,"R",1,"R",1,"Z",0,"R",0,"R",0,"Z",0,"R",8,"R",7,"R",1,"R",3,"R",3,"Z",0,"R",1,"R",1,"Z",0,"R",59,"R",48,"R",11,"R",1,"R",0,"R",1,"R",5,"R",5,"R",0,"R",1,"R",1,"Z",0
"62",101453,4,3,"R",32,"R",30,"R",2,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",2,"R",2,"R",0,"R",1,"R",1,"Z",0,"R",0,"R",0,"Z",0,"R",22,"R",21,"R",1,"R",1,"R",1,"R",0,"R",5,"R",4,"R",1,"R",1,"R",1,"Z",0
"63",101462,1,999,"R",2131,"R",954,"R",1177,"R",14,"R",6,"R",8,"R",26,"R",12,"R",14,"R",1211,"R",427,"R",784,"R",60,"R",31,"R",29,"R",7,"R",1,"R",6,"R",737,"R",449,"R",288,"R",52,"R",18,"R",34,"R",21,"R",9,"R",12,"R",3,"R",1,"R",2
"64",101462,2,1,"R",2131,"R",954,"R",1177,"R",14,"R",6,"R",8,"R",26,"R",12,"R",14,"R",1211,"R",427,"R",784,"R",60,"R",31,"R",29,"R",7,"R",1,"R",6,"R",737,"R",449,"R",288,"R",52,"R",18,"R",34,"R",21,"R",9,"R",12,"R",3,"R",1,"R",2
"65",101471,1,999,"R",838,"R",640,"R",198,"R",3,"R",2,"R",1,"R",2,"R",1,"R",1,"R",473,"R",410,"R",63,"R",9,"R",7,"R",2,"R",0,"R",0,"R",0,"R",351,"R",220,"R",131,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"66",101471,2,1,"R",838,"R",640,"R",198,"R",3,"R",2,"R",1,"R",2,"R",1,"R",1,"R",473,"R",410,"R",63,"R",9,"R",7,"R",2,"R",0,"R",0,"R",0,"R",351,"R",220,"R",131,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
"67",101480,1,999,"R",10236,"R",4260,"R",5976,"R",65,"R",26,"R",39,"R",58,"R",23,"R",35,"R",2580,"R",997,"R",1583,"R",98,"R",44,"R",54,"R",10,"R",3,"R",7,"R",6784,"R",2837,"R",3947,"R",0,"R",0,"R",0,"R",395,"R",207,"R",188,"R",246,"R",123,"R",123
"68",101480,2,1,"R",8731,"R",3702,"R",5029,"R",55,"R",23,"R",32,"R",47,"R",17,"R",30,"R",2232,"R",891,"R",1341,"R",94,"R",41,"R",53,"R",8,"R",3,"R",5,"R",5755,"R",2443,"R",3312,"R",0,"R",0,"R",0,"R",348,"R",184,"R",164,"R",192,"R",100,"R",92
"69",101480,4,3,"R",1505,"R",558,"R",947,"R",10,"R",3,"R",7,"R",11,"R",6,"R",5,"R",348,"R",106,"R",242,"R",4,"R",3,"R",1,"R",2,"R",0,"R",2,"R",1029,"R",394,"R",635,"R",0,"R",0,"R",0,"R",47,"R",23,"R",24,"R",54,"R",23,"R",31
"70",101499,1,999,"R",1605,"R",714,"R",891,"R",50,"R",21,"R",29,"R",29,"R",8,"R",21,"R",464,"R",191,"R",273,"R",18,"R",10,"R",8,"R",0,"R",0,"R",0,"R",927,"R",388,"R",539,"R",21,"R",5,"R",16,"R",96,"R",91,"R",5,"R",0,"R",0,"R",0
"71",101499,2,1,"R",1605,"R",714,"R",891,"R",50,"R",21,"R",29,"R",29,"R",8,"R",21,"R",464,"R",191,"R",273,"R",18,"R",10,"R",8,"R",0,"R",0,"R",0,"R",927,"R",388,"R",539,"R",21,"R",5,"R",16,"R",96,"R",91,"R",5,"R",0,"R",0,"R",0
"72",101505,1,999,"R",13578,"R",5223,"R",8355,"R",32,"R",17,"R",15,"R",221,"R",100,"R",121,"R",2831,"R",908,"R",1923,"R",440,"R",164,"R",276,"R",10,"R",1,"R",9,"R",9609,"R",3860,"R",5749,"R",342,"R",127,"R",215,"R",9,"R",5,"R",4,"R",84,"R",41,"R",43
"73",101505,2,1,"R",13578,"R",5223,"R",8355,"R",32,"R",17,"R",15,"R",221,"R",100,"R",121,"R",2831,"R",908,"R",1923,"R",440,"R",164,"R",276,"R",10,"R",1,"R",9,"R",9609,"R",3860,"R",5749,"R",342,"R",127,"R",215,"R",9,"R",5,"R",4,"R",84,"R",41,"R",43
"74",101514,1,999,"R",16800,"R",7419,"R",9381,"R",303,"R",128,"R",175,"R",387,"R",154,"R",233,"R",3253,"R",1258,"R",1995,"R",656,"R",270,"R",386,"R",13,"R",5,"R",8,"R",11159,"R",5164,"R",5995,"R",559,"R",230,"R",329,"R",372,"R",170,"R",202,"R",98,"R",40,"R",58
"75",101514,2,1,"R",16800,"R",7419,"R",9381,"R",303,"R",128,"R",175,"R",387,"R",154,"R",233,"R",3253,"R",1258,"R",1995,"R",656,"R",270,"R",386,"R",13,"R",5,"R",8,"R",11159,"R",5164,"R",5995,"R",559,"R",230,"R",329,"R",372,"R",170,"R",202,"R",98,"R",40,"R",58
"76",101541,1,999,"R",380,"R",19,"R",361,"R",2,"R",1,"R",1,"R",4,"Z",0,"R",4,"R",59,"R",3,"R",56,"R",6,"Z",0,"R",6,"R",0,"Z",0,"R",0,"R",290,"R",15,"R",275,"R",2,"Z",0,"R",2,"R",13,"Z",0,"R",13,"R",4,"Z",0,"R",4
"77",101541,2,1,"R",380,"R",19,"R",361,"R",2,"R",1,"R",1,"R",4,"Z",0,"R",4,"R",59,"R",3,"R",56,"R",6,"Z",0,"R",6,"R",0,"Z",0,"R",0,"R",290,"R",15,"R",275,"R",2,"Z",0,"R",2,"R",13,"Z",0,"R",13,"R",4,"Z",0,"R",4
