"","UNITID","ARANK","XSATOTLT","SATOTLT","XSATOTLM","SATOTLM","XSATOTLW","SATOTLW","XSA09MCT","SA09MCT","XSA09MCM","SA09MCM","XSA09MCW","SA09MCW","XSA10MCT","SA10MCT","XSA10MCM","SA10MCM","XSA10MCW","SA10MCW","XSA11MCT","SA11MCT","XSA11MCM","SA11MCM","XSA11MCW","SA11MCW","XSA12MCT","SA12MCT","XSA12MCM","SA12MCM","XSA12MCW","SA12MCW","XSAMNTHT","SAMNTHT","XSAMNTHM","SAMNTHM","XSAMNTHW","SAMNTHW","XSAOUTLT","SAOUTLT","XSAOUTLM","SAOUTLM","XSAOUTLW","SAOUTLW","XSAAVMNT","SAAVMNT","XSAAVMNM","SAAVMNM","XSAAVMNW","SAAVMNW"
"1",100654,1,"R",51,"R",39,"R",12,"R",46,"R",35,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",4,"R",1,"R",474,"R",363,"R",111,"R",4431726,"R",3375780,"R",1055946,"R",9350,"R",9300,"R",9513
"2",100654,2,"R",61,"R",41,"R",20,"R",59,"R",39,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"R",555,"R",375,"R",180,"R",4154098,"R",2789580,"R",1364518,"R",7485,"R",7439,"R",7581
"3",100654,3,"R",91,"R",48,"R",43,"R",90,"R",48,"R",42,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",822,"R",432,"R",390,"R",5152087,"R",2837486,"R",2314601,"R",6268,"R",6568,"R",5935
"4",100654,4,"R",35,"R",11,"R",24,"R",35,"R",11,"R",24,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",315,"R",99,"R",216,"R",1504175,"R",498745,"R",1005430,"R",4775,"R",5038,"R",4655
"5",100654,6,"R",3,"Z",0,"R",3,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"Z",0,"R",27,"R",146815,"Z",0,"R",146815,"R",5438,"A",NA,"R",5438
"6",100654,7,"R",241,"R",139,"R",102,"R",233,"R",133,"R",100,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",6,"R",2,"R",2193,"R",1269,"R",924,"R",15388901,"R",9501591,"R",5887310,"R",7017,"R",7487,"R",6372
"7",100663,1,"R",230,"R",161,"R",69,"R",105,"R",87,"R",18,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",125,"R",74,"R",51,"R",2445,"R",1671,"R",774,"R",36129409,"R",25009124,"R",11120285,"R",14777,"R",14967,"R",14367
"8",100663,2,"R",250,"R",132,"R",118,"R",135,"R",83,"R",52,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",115,"R",49,"R",66,"R",2595,"R",1335,"R",1260,"R",25241515,"R",12966383,"R",12275132,"R",9727,"R",9713,"R",9742
"9",100663,3,"R",278,"R",132,"R",146,"R",147,"R",84,"R",63,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",131,"R",48,"R",83,"R",2895,"R",1332,"R",1563,"R",23498513,"R",11240011,"R",12258502,"R",8117,"R",8438,"R",7843
"10",100663,4,"R",106,"R",32,"R",74,"R",40,"R",17,"R",23,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",66,"R",15,"R",51,"R",1152,"R",333,"R",819,"R",8006201,"R",2513772,"R",5492429,"R",6950,"R",7549,"R",6706
"11",100663,7,"R",864,"R",457,"R",407,"R",427,"R",271,"R",156,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",437,"R",186,"R",251,"R",9087,"R",4671,"R",4416,"R",92875638,"R",51729290,"R",41146348,"R",10221,"R",11075,"R",9318
"12",100690,4,"R",36,"R",28,"R",8,"R",15,"R",10,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",18,"R",3,"R",387,"R",306,"R",81,"R",1244814,"R",986977,"R",257837,"R",3217,"R",3225,"R",3183
"13",100690,7,"R",36,"R",28,"R",8,"R",15,"R",10,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",18,"R",3,"R",387,"R",306,"R",81,"R",1244814,"R",986977,"R",257837,"R",3217,"R",3225,"R",3183
"14",100706,1,"R",69,"R",57,"R",12,"R",51,"R",41,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",16,"R",2,"R",675,"R",561,"R",114,"R",9136555,"R",7522660,"R",1613895,"R",13536,"R",13409,"R",14157
"15",100706,2,"R",100,"R",66,"R",34,"R",90,"R",60,"R",30,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",6,"R",4,"R",930,"R",612,"R",318,"R",9308939,"R",6430097,"R",2878842,"R",10010,"R",10507,"R",9053
"16",100706,3,"R",91,"R",46,"R",45,"R",90,"R",46,"R",44,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",822,"R",414,"R",408,"R",6880166,"R",3641108,"R",3239058,"R",8370,"R",8795,"R",7939
"17",100706,4,"R",11,"Z",0,"R",11,"R",11,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",99,"Z",0,"R",99,"R",619266,"Z",0,"R",619266,"R",6255,"A",NA,"R",6255
"18",100706,5,"R",50,"R",18,"R",32,"R",38,"R",12,"R",26,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",6,"R",6,"R",486,"R",180,"R",306,"R",2712040,"R",1058796,"R",1653244,"R",5580,"R",5882,"R",5403
"19",100706,7,"R",321,"R",187,"R",134,"R",280,"R",159,"R",121,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",41,"R",28,"R",13,"R",3012,"R",1767,"R",1245,"R",28656966,"R",18652661,"R",10004305,"R",9514,"R",10556,"R",8036
"20",100724,1,"R",60,"R",36,"R",24,"R",34,"R",21,"R",13,"R",26,"R",15,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",566,"R",339,"R",227,"R",6084384,"R",3662370,"R",2422014,"R",10750,"R",10803,"R",10670
"21",100724,2,"R",73,"R",34,"R",39,"R",40,"R",20,"R",20,"R",32,"R",13,"R",19,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",692,"R",322,"R",370,"R",5839161,"R",2728155,"R",3111006,"R",8438,"R",8473,"R",8408
"22",100724,3,"R",66,"R",31,"R",35,"R",38,"R",16,"R",22,"R",28,"R",15,"R",13,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",622,"R",294,"R",328,"R",4601714,"R",2205054,"R",2396660,"R",7398,"R",7500,"R",7307
"23",100724,4,"R",46,"R",15,"R",31,"R",34,"R",11,"R",23,"R",12,"R",4,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",426,"R",139,"R",287,"R",2262932,"R",733273,"R",1529659,"R",5312,"R",5275,"R",5330
"24",100724,6,"R",9,"R",3,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",3,"R",6,"R",108,"R",36,"R",72,"R",378659,"R",143762,"R",234897,"R",3506,"R",3993,"R",3262
"25",100724,7,"R",254,"R",119,"R",135,"R",146,"R",68,"R",78,"R",98,"R",47,"R",51,"Z",0,"Z",0,"Z",0,"R",10,"R",4,"R",6,"R",2414,"R",1130,"R",1284,"R",19166850,"R",9472614,"R",9694236,"R",7940,"R",8383,"R",7550
"26",100751,1,"R",304,"R",230,"R",74,"R",275,"R",209,"R",66,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",29,"R",21,"R",8,"R",2823,"R",2133,"R",690,"R",43905937,"R",34206633,"R",9699304,"R",15553,"R",16037,"R",14057
"27",100751,2,"R",332,"R",189,"R",143,"R",293,"R",172,"R",121,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",17,"R",22,"R",3105,"R",1752,"R",1353,"R",31399579,"R",18380263,"R",13019316,"R",10113,"R",10491,"R",9623
"28",100751,3,"R",395,"R",194,"R",201,"R",338,"R",172,"R",166,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",57,"R",22,"R",35,"R",3726,"R",1812,"R",1914,"R",28799674,"R",15121917,"R",13677757,"R",7729,"R",8345,"R",7146
"29",100751,4,"R",272,"R",122,"R",150,"R",235,"R",109,"R",126,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",13,"R",24,"R",2559,"R",1137,"R",1422,"R",14558435,"R",6535033,"R",8023402,"R",5689,"R",5748,"R",5642
"30",100751,5,"R",14,"R",10,"R",4,"R",10,"R",7,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",3,"R",1,"R",138,"R",99,"R",39,"R",1263977,"R",936859,"R",327118,"R",9159,"R",9463,"R",8388
"31",100751,7,"R",1317,"R",745,"R",572,"R",1151,"R",669,"R",482,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",166,"R",76,"R",90,"R",12351,"R",6933,"R",5418,"R",119927602,"R",75180705,"R",44746897,"R",9710,"R",10844,"R",8259
"32",100760,6,"R",54,"R",30,"R",24,"R",51,"R",29,"R",22,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",495,"R",273,"R",222,"R",2807291,"R",1568011,"R",1239280,"R",5671,"R",5744,"R",5582
"33",100760,7,"R",54,"R",30,"R",24,"R",51,"R",29,"R",22,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",495,"R",273,"R",222,"R",2807291,"R",1568011,"R",1239280,"R",5671,"R",5744,"R",5582
"34",100812,1,"R",21,"R",10,"R",11,"R",17,"R",8,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"R",2,"R",201,"R",96,"R",105,"R",1918706,"R",913452,"R",1005254,"R",9546,"R",9515,"R",9574
"35",100812,2,"R",20,"R",12,"R",8,"R",16,"R",10,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"R",2,"R",192,"R",114,"R",78,"R",1629578,"R",974363,"R",655215,"R",8487,"R",8547,"R",8400
"36",100812,3,"R",38,"R",16,"R",22,"R",35,"R",15,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",351,"R",147,"R",204,"R",2376429,"R",951988,"R",1424441,"R",6770,"R",6476,"R",6983
"37",100812,4,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",11,"R",55631,"Z",0,"R",55631,"R",5057,"A",NA,"R",5057
"38",100812,7,"R",80,"R",38,"R",42,"R",68,"R",33,"R",35,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",11,"R",5,"R",6,"R",755,"R",357,"R",398,"R",5980344,"R",2839803,"R",3140541,"R",7921,"R",7955,"R",7891
"39",100830,1,"R",56,"R",42,"R",14,"R",42,"R",32,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",10,"R",4,"R",546,"R",408,"R",138,"R",5262361,"R",4075280,"R",1187081,"R",9638,"R",9988,"R",8602
"40",100830,2,"R",55,"R",31,"R",24,"R",41,"R",22,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",9,"R",5,"R",537,"R",306,"R",231,"R",3971530,"R",2294300,"R",1677230,"R",7396,"R",7498,"R",7261
"41",100830,3,"R",46,"R",25,"R",21,"R",39,"R",23,"R",16,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",2,"R",5,"R",435,"R",231,"R",204,"R",2765960,"R",1531150,"R",1234810,"R",6359,"R",6628,"R",6053
"42",100830,4,"R",7,"R",2,"R",5,"R",6,"R",2,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",66,"R",18,"R",48,"R",274350,"R",68470,"R",205880,"R",4157,"R",3804,"R",4289
"43",100830,5,"R",15,"R",7,"R",8,"R",14,"R",7,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",138,"R",63,"R",75,"R",791540,"R",335080,"R",456460,"R",5736,"R",5319,"R",6086
"44",100830,7,"R",179,"R",107,"R",72,"R",142,"R",86,"R",56,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",21,"R",16,"R",1722,"R",1026,"R",696,"R",13065741,"R",8304280,"R",4761461,"R",7588,"R",8094,"R",6841
"45",100858,1,"R",429,"R",339,"R",90,"R",272,"R",220,"R",52,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",157,"R",119,"R",38,"R",4332,"R",3408,"R",924,"R",55167058,"R",44736064,"R",10430994,"R",12735,"R",13127,"R",11289
"46",100858,2,"R",395,"R",231,"R",164,"R",298,"R",185,"R",113,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",97,"R",46,"R",51,"R",3846,"R",2217,"R",1629,"R",34718256,"R",20643650,"R",14074606,"R",9027,"R",9312,"R",8640
"47",100858,3,"R",259,"R",120,"R",139,"R",189,"R",95,"R",94,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",70,"R",25,"R",45,"R",2541,"R",1155,"R",1386,"R",19980447,"R",9556890,"R",10423557,"R",7863,"R",8274,"R",7521
"48",100858,4,"R",58,"R",30,"R",28,"R",50,"R",29,"R",21,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",1,"R",7,"R",546,"R",273,"R",273,"R",2669489,"R",1343806,"R",1325683,"R",4889,"R",4922,"R",4856
"49",100858,5,"R",75,"R",35,"R",40,"R",72,"R",33,"R",39,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",684,"R",321,"R",363,"R",3819850,"R",1823610,"R",1996240,"R",5585,"R",5681,"R",5499
"50",100858,7,"R",1216,"R",755,"R",461,"R",881,"R",562,"R",319,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",335,"R",193,"R",142,"R",11949,"R",7374,"R",4575,"R",116355100,"R",78104020,"R",38251080,"R",9738,"R",10592,"R",8361
"51",100937,1,"R",33,"R",24,"R",9,"R",33,"R",24,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",297,"R",216,"R",81,"R",2608062,"R",1914693,"R",693369,"R",8781,"R",8864,"R",8560
"52",100937,2,"R",21,"R",11,"R",10,"R",18,"R",10,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",198,"R",102,"R",96,"R",1280678,"R",681907,"R",598771,"R",6468,"R",6685,"R",6237
"53",100937,3,"R",23,"R",9,"R",14,"R",22,"R",9,"R",13,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",210,"R",81,"R",129,"R",1305287,"R",507698,"R",797589,"R",6216,"R",6268,"R",6183
"54",100937,4,"R",5,"R",4,"R",1,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",48,"R",39,"R",9,"R",158849,"R",121713,"R",37136,"R",3309,"R",3121,"R",4126
"55",100937,5,"R",1,"R",1,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",9,"Z",0,"R",40319,"R",40319,"Z",0,"R",4480,"R",4480,"A",NA
"56",100937,7,"R",83,"R",49,"R",34,"R",78,"R",47,"R",31,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",2,"R",3,"R",762,"R",447,"R",315,"R",5393195,"R",3266330,"R",2126865,"R",7078,"R",7307,"R",6752
"57",101028,6,"R",38,"R",12,"R",26,"R",38,"R",12,"R",26,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",342,"R",108,"R",234,"R",2019701,"R",629577,"R",1390124,"R",5906,"R",5829,"R",5941
"58",101028,7,"R",38,"R",12,"R",26,"R",38,"R",12,"R",26,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",342,"R",108,"R",234,"R",2019701,"R",629577,"R",1390124,"R",5906,"R",5829,"R",5941
"59",101073,1,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",10,"R",97000,"Z",0,"R",97000,"R",9700,"A",NA,"R",9700
"60",101073,2,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",20,"Z",0,"R",126000,"R",126000,"Z",0,"R",6300,"R",6300,"A",NA
"61",101073,3,"R",18,"R",9,"R",9,"Z",0,"Z",0,"Z",0,"R",18,"R",9,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",180,"R",90,"R",90,"R",954000,"R",477000,"R",477000,"R",5300,"R",5300,"R",5300
"62",101073,7,"R",21,"R",11,"R",10,"Z",0,"Z",0,"Z",0,"R",21,"R",11,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",210,"R",110,"R",100,"R",1177000,"R",603000,"R",574000,"R",5605,"R",5482,"R",5740
"63",101116,3,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",24,"Z",0,"R",24,"R",110311,"Z",0,"R",110311,"R",4596,"A",NA,"R",4596
"64",101116,4,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",1,"R",4,"R",60,"R",12,"R",48,"R",263148,"R",64154,"R",198994,"R",4386,"R",5346,"R",4146
"65",101116,7,"R",7,"R",1,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",1,"R",6,"R",84,"R",12,"R",72,"R",373459,"R",64154,"R",309305,"R",4446,"R",5346,"R",4296
"66",101143,6,"R",52,"R",33,"R",19,"R",52,"R",33,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",468,"R",297,"R",171,"R",2948260,"R",1921376,"R",1026884,"R",6300,"R",6469,"R",6005
"67",101143,7,"R",52,"R",33,"R",19,"R",52,"R",33,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",468,"R",297,"R",171,"R",2948260,"R",1921376,"R",1026884,"R",6300,"R",6469,"R",6005
"68",101161,6,"R",90,"R",39,"R",51,"R",74,"R",33,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",6,"R",10,"R",858,"R",369,"R",489,"R",5137743,"R",2301956,"R",2835787,"R",5988,"R",6238,"R",5799
"69",101161,7,"R",90,"R",39,"R",51,"R",74,"R",33,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",6,"R",10,"R",858,"R",369,"R",489,"R",5137743,"R",2301956,"R",2835787,"R",5988,"R",6238,"R",5799
"70",101189,1,"R",36,"R",24,"R",12,"R",21,"R",13,"R",8,"R",5,"R",4,"R",1,"Z",0,"Z",0,"Z",0,"R",10,"R",7,"R",3,"R",359,"R",241,"R",118,"R",2854336,"R",1923939,"R",930397,"R",7951,"R",7983,"R",7885
"71",101189,2,"R",22,"R",16,"R",6,"R",7,"R",5,"R",2,"R",8,"R",6,"R",2,"Z",0,"Z",0,"Z",0,"R",7,"R",5,"R",2,"R",227,"R",165,"R",62,"R",1901001,"R",1469803,"R",431198,"R",8374,"R",8908,"R",6955
"72",101189,3,"R",35,"R",18,"R",17,"R",16,"R",8,"R",8,"R",3,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"R",16,"R",9,"R",7,"R",366,"R",190,"R",176,"R",1716853,"R",888771,"R",828082,"R",4691,"R",4678,"R",4705
"73",101189,4,"R",7,"R",2,"R",5,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",4,"R",1,"R",3,"R",79,"R",21,"R",58,"R",267782,"R",67000,"R",200782,"R",3390,"R",3190,"R",3462
"74",101189,5,"R",14,"R",10,"R",4,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",9,"R",1,"R",156,"R",117,"R",39,"R",338663,"R",237331,"R",101332,"R",2171,"R",2028,"R",2598
"75",101189,6,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",12,"Z",0,"R",12,"R",82500,"Z",0,"R",82500,"R",6875,"A",NA,"R",6875
"76",101189,7,"R",115,"R",70,"R",45,"R",49,"R",28,"R",21,"R",16,"R",11,"R",5,"R",2,"Z",0,"R",2,"R",48,"R",31,"R",17,"R",1199,"R",734,"R",465,"R",7161135,"R",4586844,"R",2574291,"R",5973,"R",6249,"R",5536
"77",101240,6,"R",147,"R",61,"R",86,"R",147,"R",61,"R",86,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1323,"R",549,"R",774,"R",7998991,"R",3349759,"R",4649232,"R",6046,"R",6102,"R",6007
"78",101240,7,"R",147,"R",61,"R",86,"R",147,"R",61,"R",86,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1323,"R",549,"R",774,"R",7998991,"R",3349759,"R",4649232,"R",6046,"R",6102,"R",6007
"79",101286,6,"R",128,"R",41,"R",87,"R",128,"R",41,"R",87,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1152,"R",369,"R",783,"R",6526567,"R",2132364,"R",4394203,"R",5665,"R",5779,"R",5612
"80",101286,7,"R",128,"R",41,"R",87,"R",128,"R",41,"R",87,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1152,"R",369,"R",783,"R",6526567,"R",2132364,"R",4394203,"R",5665,"R",5779,"R",5612
"81",101295,6,"R",122,"R",44,"R",78,"R",122,"R",44,"R",78,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1098,"R",396,"R",702,"R",6543233,"R",2359274,"R",4183959,"R",5959,"R",5958,"R",5960
"82",101295,7,"R",122,"R",44,"R",78,"R",122,"R",44,"R",78,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1098,"R",396,"R",702,"R",6543233,"R",2359274,"R",4183959,"R",5959,"R",5958,"R",5960
"83",101301,6,"R",55,"R",14,"R",41,"R",55,"R",14,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",495,"R",126,"R",369,"R",2589807,"R",656580,"R",1933227,"R",5232,"R",5211,"R",5239
"84",101301,7,"R",55,"R",14,"R",41,"R",55,"R",14,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",495,"R",126,"R",369,"R",2589807,"R",656580,"R",1933227,"R",5232,"R",5211,"R",5239
"85",101365,2,"R",7,"R",2,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",2,"R",5,"R",84,"R",24,"R",60,"R",462589,"R",132993,"R",329596,"R",5507,"R",5541,"R",5493
"86",101365,3,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",24,"R",12,"R",12,"R",99685,"R",47685,"R",52000,"R",4154,"R",3974,"R",4333
"87",101365,7,"R",9,"R",3,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",3,"R",6,"R",108,"R",36,"R",72,"R",562274,"R",180678,"R",381596,"R",5206,"R",5019,"R",5300
"88",101435,1,"R",8,"R",4,"R",4,"R",8,"R",4,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",72,"R",36,"R",36,"R",558095,"R",273071,"R",285024,"R",7751,"R",7585,"R",7917
"89",101435,2,"R",10,"R",8,"R",2,"R",10,"R",8,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",90,"R",72,"R",18,"R",545868,"R",436144,"R",109724,"R",6065,"R",6058,"R",6096
"90",101435,3,"R",18,"R",8,"R",10,"R",18,"R",8,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",162,"R",72,"R",90,"R",901405,"R",328555,"R",572850,"R",5564,"R",4563,"R",6365
"91",101435,4,"R",8,"R",3,"R",5,"R",8,"R",3,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",72,"R",27,"R",45,"R",335393,"R",139459,"R",195934,"R",4658,"R",5165,"R",4354
"92",101435,7,"R",44,"R",23,"R",21,"R",44,"R",23,"R",21,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",396,"R",207,"R",189,"R",2340761,"R",1177229,"R",1163532,"R",5911,"R",5687,"R",6156
"93",101453,4,"R",6,"R",5,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",5,"R",1,"R",72,"R",60,"R",12,"R",247585,"R",202321,"R",45264,"R",3439,"R",3372,"R",3772
"94",101453,7,"R",6,"R",5,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",5,"R",1,"R",72,"R",60,"R",12,"R",247585,"R",202321,"R",45264,"R",3439,"R",3372,"R",3772
