"","UNITID","ARANK","XSATOTLT","SATOTLT","XSATOTLM","SATOTLM","XSATOTLW","SATOTLW","XSA09MCT","SA09MCT","XSA09MCM","SA09MCM","XSA09MCW","SA09MCW","XSA10MCT","SA10MCT","XSA10MCM","SA10MCM","XSA10MCW","SA10MCW","XSA11MCT","SA11MCT","XSA11MCM","SA11MCM","XSA11MCW","SA11MCW","XSA12MCT","SA12MCT","XSA12MCM","SA12MCM","XSA12MCW","SA12MCW","XSAMNTHT","SAMNTHT","XSAMNTHM","SAMNTHM","XSAMNTHW","SAMNTHW","XSAOUTLT","SAOUTLT","XSAOUTLM","SAOUTLM","XSAOUTLW","SAOUTLW","XSAAVMNT","SAAVMNT","XSAAVMNM","SAAVMNM","XSAAVMNW","SAAVMNW"
"1294",122436,2,"R",138,"R",65,"R",73,"R",138,"R",65,"R",73,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1242,"R",585,"R",657,"R",13222230,"R",6506003,"R",6716227,"R",10646,"R",11121,"R",10223
"1295",122436,3,"R",95,"R",45,"R",50,"R",95,"R",45,"R",50,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",855,"R",405,"R",450,"R",8057060,"R",3543435,"R",4513625,"R",9423,"R",8749,"R",10030
"1296",122436,4,"R",20,"R",10,"R",10,"R",20,"R",10,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",180,"R",90,"R",90,"R",1302874,"R",651437,"R",651437,"R",7238,"R",7238,"R",7238
"1297",122436,7,"R",427,"R",227,"R",200,"R",427,"R",227,"R",200,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3843,"R",2043,"R",1800,"R",46560233,"R",26420048,"R",20140185,"R",12116,"R",12932,"R",11189
"1298",122454,1,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",3,"R",1,"R",48,"R",36,"R",12,"R",361080,"R",273534,"R",87546,"R",7523,"R",7598,"R",7296
"1299",122454,2,"R",12,"R",7,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",7,"R",5,"R",144,"R",84,"R",60,"R",836573,"R",504201,"R",332372,"R",5810,"R",6002,"R",5540
"1300",122454,3,"R",7,"R",2,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",2,"R",5,"R",84,"R",24,"R",60,"R",422331,"R",130200,"R",292131,"R",5028,"R",5425,"R",4869
"1301",122454,6,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",9,"R",44165,"Z",0,"R",44165,"R",4907,"A",NA,"R",4907
"1302",122454,7,"R",24,"R",12,"R",12,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",12,"R",11,"R",285,"R",144,"R",141,"R",1664149,"R",907935,"R",756214,"R",5839,"R",6305,"R",5363
"1303",122506,6,"R",28,"R",20,"R",8,"R",26,"R",20,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",258,"R",180,"R",78,"R",2883281,"R",2072622,"R",810659,"R",11176,"R",11515,"R",10393
"1304",122506,7,"R",28,"R",20,"R",8,"R",26,"R",20,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",258,"R",180,"R",78,"R",2883281,"R",2072622,"R",810659,"R",11176,"R",11515,"R",10393
"1305",122597,1,"R",323,"R",195,"R",128,"R",289,"R",180,"R",109,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",34,"R",15,"R",19,"R",3009,"R",1800,"R",1209,"R",33165444,"R",20224440,"R",12941004,"R",11022,"R",11236,"R",10704
"1306",122597,2,"R",235,"R",100,"R",135,"R",230,"R",97,"R",133,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",3,"R",2,"R",2130,"R",909,"R",1221,"R",19877016,"R",8657916,"R",11219100,"R",9332,"R",9525,"R",9188
"1307",122597,3,"R",134,"R",53,"R",81,"R",134,"R",53,"R",81,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1206,"R",477,"R",729,"R",10132032,"R",4014348,"R",6117684,"R",8401,"R",8416,"R",8392
"1308",122597,5,"R",124,"R",55,"R",69,"R",103,"R",49,"R",54,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",6,"R",15,"R",1179,"R",513,"R",666,"R",7483212,"R",3313440,"R",4169772,"R",6347,"R",6459,"R",6261
"1309",122597,6,"R",3,"Z",0,"R",3,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",33,"Z",0,"R",33,"R",462396,"Z",0,"R",462396,"R",14012,"A",NA,"R",14012
"1310",122597,7,"R",819,"R",403,"R",416,"R",757,"R",379,"R",378,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",62,"R",24,"R",38,"R",7557,"R",3699,"R",3858,"R",71120100,"R",36210144,"R",34909956,"R",9411,"R",9789,"R",9049
"1311",122603,1,"R",4,"R",3,"R",1,"R",3,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",38,"R",27,"R",11,"R",315371,"R",232977,"R",82394,"R",8299,"R",8629,"R",7490
"1312",122603,2,"R",3,"R",2,"R",1,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",29,"R",20,"R",9,"R",206276,"R",140699,"R",65577,"R",7113,"R",7035,"R",7286
"1313",122603,3,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",11,"R",65429,"Z",0,"R",65429,"R",5948,"A",NA,"R",5948
"1314",122603,7,"R",8,"R",5,"R",3,"R",5,"R",4,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"R",78,"R",47,"R",31,"R",587076,"R",373676,"R",213400,"R",7527,"R",7951,"R",6884
"1315",122612,1,"R",143,"R",92,"R",51,"R",143,"R",92,"R",51,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1287,"R",828,"R",459,"R",21673544,"R",13860452,"R",7813092,"R",16840,"R",16740,"R",17022
"1316",122612,2,"R",140,"R",63,"R",77,"R",140,"R",63,"R",77,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1260,"R",567,"R",693,"R",15730844,"R",7132326,"R",8598518,"R",12485,"R",12579,"R",12408
"1317",122612,3,"R",188,"R",80,"R",108,"R",188,"R",80,"R",108,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1692,"R",720,"R",972,"R",17966278,"R",7858599,"R",10107679,"R",10618,"R",10915,"R",10399
"1318",122612,4,"R",22,"R",10,"R",12,"R",22,"R",10,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",198,"R",90,"R",108,"R",1650619,"R",719539,"R",931080,"R",8336,"R",7995,"R",8621
"1319",122612,7,"R",493,"R",245,"R",248,"R",493,"R",245,"R",248,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4437,"R",2205,"R",2232,"R",57021285,"R",29570916,"R",27450369,"R",12851,"R",13411,"R",12299
"1320",122649,1,"R",8,"R",4,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",4,"R",4,"R",96,"R",48,"R",48,"R",744300,"R",393300,"R",351000,"R",7753,"R",8194,"R",7313
"1321",122649,7,"R",8,"R",4,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",4,"R",4,"R",96,"R",48,"R",48,"R",744300,"R",393300,"R",351000,"R",7753,"R",8194,"R",7313
"1322",122658,4,"R",222,"R",110,"R",112,"Z",0,"Z",0,"Z",0,"R",222,"R",110,"R",112,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2220,"R",1100,"R",1120,"R",20453160,"R",10179321,"R",10273839,"R",9213,"R",9254,"R",9173
"1323",122658,7,"R",222,"R",110,"R",112,"Z",0,"Z",0,"Z",0,"R",222,"R",110,"R",112,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2220,"R",1100,"R",1120,"R",20453160,"R",10179321,"R",10273839,"R",9213,"R",9254,"R",9173
"1324",122685,4,"R",174,"R",51,"R",123,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",174,"R",51,"R",123,"R",2088,"R",612,"R",1476,"R",10979260,"R",3336935,"R",7642325,"R",5258,"R",5453,"R",5178
"1325",122685,7,"R",174,"R",51,"R",123,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",174,"R",51,"R",123,"R",2088,"R",612,"R",1476,"R",10979260,"R",3336935,"R",7642325,"R",5258,"R",5453,"R",5178
"1326",122728,1,"R",7,"R",5,"R",2,"Z",0,"Z",0,"Z",0,"R",7,"R",5,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",70,"R",50,"R",20,"R",564231,"R",398545,"R",165686,"R",8060,"R",7971,"R",8284
"1327",122728,2,"R",15,"R",10,"R",5,"Z",0,"Z",0,"Z",0,"R",15,"R",10,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",150,"R",100,"R",50,"R",1057373,"R",712101,"R",345272,"R",7049,"R",7121,"R",6905
"1328",122728,3,"R",14,"R",10,"R",4,"Z",0,"Z",0,"Z",0,"R",14,"R",10,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",140,"R",100,"R",40,"R",872547,"R",631117,"R",241430,"R",6232,"R",6311,"R",6036
"1329",122728,7,"R",36,"R",25,"R",11,"Z",0,"Z",0,"Z",0,"R",36,"R",25,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",360,"R",250,"R",110,"R",2494151,"R",1741763,"R",752388,"R",6928,"R",6967,"R",6840
"1330",122746,4,"R",99,"R",40,"R",59,"R",1,"Z",0,"R",1,"R",98,"R",40,"R",58,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",989,"R",400,"R",589,"R",11579418,"R",4935141,"R",6644277,"R",11708,"R",12338,"R",11281
"1331",122746,7,"R",99,"R",40,"R",59,"R",1,"Z",0,"R",1,"R",98,"R",40,"R",58,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",989,"R",400,"R",589,"R",11579418,"R",4935141,"R",6644277,"R",11708,"R",12338,"R",11281
"1332",122755,1,"R",310,"R",191,"R",119,"R",264,"R",161,"R",103,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",46,"R",30,"R",16,"R",2928,"R",1809,"R",1119,"R",31766112,"R",19856196,"R",11909916,"R",10849,"R",10976,"R",10643
"1333",122755,2,"R",154,"R",65,"R",89,"R",146,"R",62,"R",84,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",3,"R",5,"R",1410,"R",594,"R",816,"R",12852252,"R",5550228,"R",7302024,"R",9115,"R",9344,"R",8949
"1334",122755,3,"R",145,"R",61,"R",84,"R",145,"R",61,"R",84,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1305,"R",549,"R",756,"R",11125080,"R",4693260,"R",6431820,"R",8525,"R",8549,"R",8508
"1335",122755,5,"R",87,"R",35,"R",52,"R",81,"R",35,"R",46,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",6,"R",801,"R",315,"R",486,"R",5338740,"R",2272704,"R",3066036,"R",6665,"R",7215,"R",6309
"1336",122755,6,"R",2,"R",1,"R",1,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",9,"R",9,"R",234444,"R",86640,"R",147804,"R",13025,"R",9627,"R",16423
"1337",122755,7,"R",698,"R",353,"R",345,"R",638,"R",320,"R",318,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",60,"R",33,"R",27,"R",6462,"R",3276,"R",3186,"R",61316628,"R",32459028,"R",28857600,"R",9489,"R",9908,"R",9058
"1338",122791,4,"R",134,"R",54,"R",80,"R",6,"R",2,"R",4,"R",124,"R",52,"R",72,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4,"R",1342,"R",538,"R",804,"R",12653974,"R",5079406,"R",7574568,"R",9429,"R",9441,"R",9421
"1339",122791,7,"R",134,"R",54,"R",80,"R",6,"R",2,"R",4,"R",124,"R",52,"R",72,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4,"R",1342,"R",538,"R",804,"R",12653974,"R",5079406,"R",7574568,"R",9429,"R",9441,"R",9421
"1340",122834,5,"R",21,"R",11,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",11,"R",10,"R",252,"R",132,"R",120,"R",926986,"R",480542,"R",446444,"R",3679,"R",3640,"R",3720
"1341",122834,7,"R",21,"R",11,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",11,"R",10,"R",252,"R",132,"R",120,"R",926986,"R",480542,"R",446444,"R",3679,"R",3640,"R",3720
"1342",122852,4,"R",7,"R",1,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",1,"R",6,"R",84,"R",12,"R",72,"R",274649,"R",39200,"R",235449,"R",3270,"R",3267,"R",3270
"1343",122852,7,"R",7,"R",1,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",1,"R",6,"R",84,"R",12,"R",72,"R",274649,"R",39200,"R",235449,"R",3270,"R",3267,"R",3270
"1344",122889,4,"R",387,"R",173,"R",214,"R",154,"R",66,"R",88,"R",233,"R",107,"R",126,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3716,"R",1664,"R",2052,"R",20463455,"R",9654647,"R",10808808,"R",5507,"R",5802,"R",5267
"1345",122889,7,"R",387,"R",173,"R",214,"R",154,"R",66,"R",88,"R",233,"R",107,"R",126,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3716,"R",1664,"R",2052,"R",20463455,"R",9654647,"R",10808808,"R",5507,"R",5802,"R",5267
"1346",122931,1,"R",153,"R",102,"R",51,"R",153,"R",102,"R",51,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1377,"R",918,"R",459,"R",23793185,"R",16487255,"R",7305930,"R",17279,"R",17960,"R",15917
"1347",122931,2,"R",143,"R",84,"R",59,"R",143,"R",84,"R",59,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1287,"R",756,"R",531,"R",15703252,"R",9215155,"R",6488097,"R",12201,"R",12189,"R",12219
"1348",122931,3,"R",88,"R",49,"R",39,"R",88,"R",49,"R",39,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",792,"R",441,"R",351,"R",8163499,"R",4858272,"R",3305227,"R",10307,"R",11016,"R",9417
"1349",122931,5,"R",147,"R",52,"R",95,"R",134,"R",49,"R",85,"Z",0,"Z",0,"Z",0,"R",13,"R",3,"R",10,"Z",0,"Z",0,"Z",0,"R",1349,"R",474,"R",875,"R",10846549,"R",3819860,"R",7026689,"R",8040,"R",8059,"R",8031
"1350",122931,6,"R",5,"R",5,"Z",0,"R",5,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",45,"R",45,"Z",0,"R",339428,"R",339428,"Z",0,"R",7543,"R",7543,"A",NA
"1351",122931,7,"R",536,"R",292,"R",244,"R",523,"R",289,"R",234,"Z",0,"Z",0,"Z",0,"R",13,"R",3,"R",10,"Z",0,"Z",0,"Z",0,"R",4850,"R",2634,"R",2216,"R",58845913,"R",34719970,"R",24125943,"R",12133,"R",13181,"R",10887
"1352",122977,4,"R",338,"R",146,"R",192,"R",10,"R",3,"R",7,"R",328,"R",143,"R",185,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3370,"R",1457,"R",1913,"R",34187858,"R",14982468,"R",19205390,"R",10145,"R",10283,"R",10039
"1353",122977,7,"R",338,"R",146,"R",192,"R",10,"R",3,"R",7,"R",328,"R",143,"R",185,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3370,"R",1457,"R",1913,"R",34187858,"R",14982468,"R",19205390,"R",10145,"R",10283,"R",10039
"1354",123013,4,"R",309,"R",128,"R",181,"R",12,"R",4,"R",8,"R",297,"R",124,"R",173,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3078,"R",1276,"R",1802,"R",26240167,"R",11121661,"R",15118506,"R",8525,"R",8716,"R",8390
"1355",123013,7,"R",309,"R",128,"R",181,"R",12,"R",4,"R",8,"R",297,"R",124,"R",173,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3078,"R",1276,"R",1802,"R",26240167,"R",11121661,"R",15118506,"R",8525,"R",8716,"R",8390
"1356",123095,1,"R",23,"R",13,"R",10,"Z",0,"Z",0,"Z",0,"R",23,"R",13,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",230,"R",130,"R",100,"R",1220321,"R",680562,"R",539759,"R",5306,"R",5235,"R",5398
"1357",123095,7,"R",23,"R",13,"R",10,"Z",0,"Z",0,"Z",0,"R",23,"R",13,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",230,"R",130,"R",100,"R",1220321,"R",680562,"R",539759,"R",5306,"R",5235,"R",5398
"1358",123165,1,"R",33,"R",14,"R",19,"R",33,"R",14,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",297,"R",126,"R",171,"R",4402526,"R",1883290,"R",2519236,"R",14823,"R",14947,"R",14732
"1359",123165,2,"R",28,"R",13,"R",15,"R",28,"R",13,"R",15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",252,"R",117,"R",135,"R",2672825,"R",1235922,"R",1436903,"R",10606,"R",10563,"R",10644
"1360",123165,3,"R",13,"R",7,"R",6,"R",13,"R",7,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",117,"R",63,"R",54,"R",963092,"R",518425,"R",444667,"R",8232,"R",8229,"R",8235
"1361",123165,4,"R",12,"R",4,"R",8,"R",12,"R",4,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",108,"R",36,"R",72,"R",726895,"R",245670,"R",481225,"R",6731,"R",6824,"R",6684
"1362",123165,6,"R",2,"Z",0,"R",2,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"Z",0,"R",18,"R",121000,"Z",0,"R",121000,"R",6722,"A",NA,"R",6722
"1363",123165,7,"R",88,"R",38,"R",50,"R",88,"R",38,"R",50,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",792,"R",342,"R",450,"R",8886338,"R",3883307,"R",5003031,"R",11220,"R",11355,"R",11118
"1364",123217,4,"R",179,"R",81,"R",98,"R",15,"R",2,"R",13,"R",163,"R",78,"R",85,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",1777,"R",810,"R",967,"R",13415025,"R",6261780,"R",7153245,"R",7549,"R",7731,"R",7397
"1365",123217,7,"R",179,"R",81,"R",98,"R",15,"R",2,"R",13,"R",163,"R",78,"R",85,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",1777,"R",810,"R",967,"R",13415025,"R",6261780,"R",7153245,"R",7549,"R",7731,"R",7397
"1366",123280,1,"R",4,"R",4,"Z",0,"R",4,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",36,"Z",0,"R",46209,"R",46209,"Z",0,"R",1284,"R",1284,"A",NA
"1367",123280,2,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",24,"R",12,"R",12,"R",64043,"R",32193,"R",31850,"R",2668,"R",2683,"R",2654
"1368",123280,7,"R",6,"R",5,"R",1,"R",4,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",60,"R",48,"R",12,"R",110252,"R",78402,"R",31850,"R",1838,"R",1633,"R",2654
"1369",123299,4,"R",130,"R",73,"R",57,"Z",0,"Z",0,"Z",0,"R",112,"R",64,"R",48,"Z",0,"Z",0,"Z",0,"R",18,"R",9,"R",9,"R",1336,"R",748,"R",588,"R",11088485,"R",6202041,"R",4886444,"R",8300,"R",8291,"R",8310
"1370",123299,7,"R",130,"R",73,"R",57,"Z",0,"Z",0,"Z",0,"R",112,"R",64,"R",48,"Z",0,"Z",0,"Z",0,"R",18,"R",9,"R",9,"R",1336,"R",748,"R",588,"R",11088485,"R",6202041,"R",4886444,"R",8300,"R",8291,"R",8310
"1371",123341,4,"R",235,"R",97,"R",138,"Z",0,"Z",0,"Z",0,"R",197,"R",82,"R",115,"Z",0,"Z",0,"Z",0,"R",38,"R",15,"R",23,"R",2426,"R",1000,"R",1426,"R",16843000,"R",6984693,"R",9858307,"R",6943,"R",6985,"R",6913
"1372",123341,7,"R",235,"R",97,"R",138,"Z",0,"Z",0,"Z",0,"R",197,"R",82,"R",115,"Z",0,"Z",0,"Z",0,"R",38,"R",15,"R",23,"R",2426,"R",1000,"R",1426,"R",16843000,"R",6984693,"R",9858307,"R",6943,"R",6985,"R",6913
"1373",123448,2,"R",1,"R",1,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",9,"Z",0,"R",94554,"R",94554,"Z",0,"R",10506,"R",10506,"A",NA
"1374",123448,3,"R",3,"R",2,"R",1,"R",3,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",18,"R",9,"R",219166,"R",130000,"R",89166,"R",8117,"R",7222,"R",9907
"1375",123448,7,"R",4,"R",3,"R",1,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",27,"R",9,"R",313720,"R",224554,"R",89166,"R",8714,"R",8317,"R",9907
"1376",123457,1,"R",6,"R",6,"Z",0,"R",6,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",54,"R",54,"Z",0,"R",404072,"R",404072,"Z",0,"R",7483,"R",7483,"A",NA
"1377",123457,2,"R",14,"R",9,"R",5,"R",14,"R",9,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",126,"R",81,"R",45,"R",804720,"R",513224,"R",291496,"R",6387,"R",6336,"R",6478
"1378",123457,3,"R",27,"R",14,"R",13,"R",27,"R",14,"R",13,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",243,"R",126,"R",117,"R",1460979,"R",757362,"R",703617,"R",6012,"R",6011,"R",6014
"1379",123457,4,"R",4,"R",2,"R",2,"R",4,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",18,"R",18,"R",178236,"R",89423,"R",88813,"R",4951,"R",4968,"R",4934
"1380",123457,7,"R",51,"R",31,"R",20,"R",51,"R",31,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",459,"R",279,"R",180,"R",2848007,"R",1764081,"R",1083926,"R",6205,"R",6323,"R",6022
"1381",123484,4,"R",37,"R",24,"R",13,"R",2,"R",1,"R",1,"R",34,"R",23,"R",11,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",369,"R",239,"R",130,"R",2663391,"R",1831771,"R",831620,"R",7218,"R",7664,"R",6397
"1382",123484,7,"R",37,"R",24,"R",13,"R",2,"R",1,"R",1,"R",34,"R",23,"R",11,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",369,"R",239,"R",130,"R",2663391,"R",1831771,"R",831620,"R",7218,"R",7664,"R",6397
"1383",123509,4,"R",130,"R",68,"R",62,"R",5,"R",5,"Z",0,"R",116,"R",58,"R",58,"Z",0,"Z",0,"Z",0,"R",9,"R",5,"R",4,"R",1313,"R",685,"R",628,"R",12117931,"R",6206280,"R",5911651,"R",9229,"R",9060,"R",9413
"1384",123509,7,"R",130,"R",68,"R",62,"R",5,"R",5,"Z",0,"R",116,"R",58,"R",58,"Z",0,"Z",0,"Z",0,"R",9,"R",5,"R",4,"R",1313,"R",685,"R",628,"R",12117931,"R",6206280,"R",5911651,"R",9229,"R",9060,"R",9413
"1385",123527,1,"R",24,"R",8,"R",16,"Z",0,"Z",0,"Z",0,"R",20,"R",8,"R",12,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4,"R",248,"R",80,"R",168,"R",2484085,"R",830268,"R",1653817,"R",10016,"R",10378,"R",9844
